Z,A,symbol,radius_fm,unc_radius_fm,c_boundary_q1_fm,c_boundary_q2_fm,beta_q1,beta_q2,inside_q1,inside_q2
46,106,Pd,4.5318,0.0029,129.6252550052,259.2505100104,0.03496077982502872,0.01748038991251436,1,1
46,108,Pd,4.5563,0.0027,129.6252550052,259.2505100104,0.0351497862034464,0.0175748931017232,1,1
46,110,Pd,4.5782,0.0030,129.6252550052,259.2505100104,0.03531873476211363,0.017659367381056813,1,1
47,101,Ag,4.4799,0.0088,132.4431953314,264.8863906628,0.03382506733388886,0.01691253366694443,1,1
47,103,Ag,4.5036,0.0065,132.4431953314,264.8863906628,0.03400401197457574,0.01700200598728787,1,1
47,104,Ag,4.5119,0.0058,132.4431953314,264.8863906628,0.03406668035085005,0.017033340175425026,1,1
47,105,Ag,4.5269,0.0045,132.4431953314,264.8863906628,0.034179936452550616,0.017089968226275308,1,1
47,107,Ag,4.5454,0.0031,132.4431953314,264.8863906628,0.034319618977981296,0.017159809488990648,1,1
47,109,Ag,4.5638,0.0025,132.4431953314,264.8863906628,0.03445854646273398,0.01722927323136699,1,1
48,102,Cd,4.481,0.0122,135.2611356576,270.5222713152,0.033128510848402175,0.016564255424201087,1,1
48,103,Cd,4.4951,0.0105,135.2611356576,270.5222713152,0.03323275365200907,0.016616376826004534,1,1
48,104,Cd,4.5122,0.0083,135.2611356576,270.5222713152,0.03335917577553232,0.01667958788776616,1,1
48,105,Cd,4.5216,0.0070,135.2611356576,270.5222713152,0.03342867097793691,0.016714335488968456,1,1
48,106,Cd,4.5383,0.0036,135.2611356576,270.5222713152,0.03355213585880464,0.01677606792940232,1,1
48,107,Cd,4.5466,0.0039,135.2611356576,270.5222713152,0.033613498643906566,0.016806749321953283,1,1
48,108,Cd,4.5577,0.0031,135.2611356576,270.5222713152,0.0336955621275971,0.01684778106379855,1,1
48,109,Cd,4.5601,0.0035,135.2611356576,270.5222713152,0.03371330558353019,0.016856652791765094,1,1
48,110,Cd,4.5765,0.0026,135.2611356576,270.5222713152,0.03383455253240629,0.016917276266203145,1,1
48,111,Cd,4.5845,0.0058,135.2611356576,270.5222713152,0.03389369738551658,0.01694684869275829,1,1
48,112,Cd,4.5944,0.0024,135.2611356576,270.5222713152,0.03396688914124057,0.016983444570620284,1,1
48,113,Cd,4.6012,0.0028,135.2611356576,270.5222713152,0.034017162266384314,0.017008581133192157,1,1
48,114,Cd,4.6087,0.0023,135.2611356576,270.5222713152,0.03407261056617521,0.017036305283087604,1,1
48,115,Cd,4.6114,0.0046,135.2611356576,270.5222713152,0.03409257195409993,0.017046285977049967,1,1
48,116,Cd,4.6203,0.0059,135.2611356576,270.5222713152,0.034158370603185134,0.017079185301592567,1,1
48,117,Cd,4.6136,0.0025,135.2611356576,270.5222713152,0.034108836788705264,0.017054418394352632,1,1
48,118,Cd,4.6246,0.0060,135.2611356576,270.5222713152,0.034190160961731914,0.017095080480865957,1,1
48,120,Cd,4.63,0.0069,135.2611356576,270.5222713152,0.03423008373758136,0.01711504186879068,1,1
49,104,In,4.5184,0.0117,138.0790759838,276.1581519676,0.03272327807676028,0.01636163903838014,1,1
49,105,In,4.5311,0.0103,138.0790759838,276.1581519676,0.032815254358535884,0.016407627179267942,1,1
49,106,In,4.5375,0.0095,138.0790759838,276.1581519676,0.03286160461076925,0.016430802305384625,1,1
49,107,In,4.5494,0.0082,138.0790759838,276.1581519676,0.032947787111015675,0.016473893555507838,1,1
49,108,In,4.5571,0.0071,138.0790759838,276.1581519676,0.033003552258233954,0.016501776129116977,1,1
49,109,In,4.5685,0.0061,138.0790759838,276.1581519676,0.033086113645024645,0.016543056822512323,1,1
49,110,In,4.5742,0.0056,138.0790759838,276.1581519676,0.03312739433841999,0.016563697169209995,1,1
49,111,In,4.5856,0.0044,138.0790759838,276.1581519676,0.03320995572521068,0.01660497786260534,1,1
49,112,In,4.5907,0.0041,138.0790759838,276.1581519676,0.03324689108245915,0.016623445541229576,1,1
49,113,In,4.601,0.0031,138.0790759838,276.1581519676,0.03332148601964723,0.016660743009823616,1,1
49,114,In,4.6056,0.0029,138.0790759838,276.1581519676,0.03335480026343997,0.016677400131719984,1,1
49,115,In,4.6156,0.0026,138.0790759838,276.1581519676,0.03342722253255461,0.016713611266277306,1,1
49,116,In,4.6211,0.0027,138.0790759838,276.1581519676,0.03346705478056767,0.016733527390283835,1,1
49,117,In,4.6292,0.0032,138.0790759838,276.1581519676,0.03352571681855052,0.01676285840927526,1,1
49,118,In,4.6335,0.0033,138.0790759838,276.1581519676,0.03355685839426982,0.01677842919713491,1,1
49,119,In,4.6407,0.0040,138.0790759838,276.1581519676,0.033609002428032365,0.016804501214016183,1,1
49,120,In,4.6443,0.0042,138.0790759838,276.1581519676,0.03363507444491364,0.01681753722245682,1,1
49,121,In,4.6505,0.0047,138.0790759838,276.1581519676,0.033679976251764714,0.016839988125882357,1,1
49,122,In,4.6534,0.0051,138.0790759838,276.1581519676,0.03370097870980796,0.01685048935490398,1,1
49,123,In,4.6594,0.0056,138.0790759838,276.1581519676,0.033744432071276746,0.016872216035638373,1,1
49,124,In,4.6625,0.0060,138.0790759838,276.1581519676,0.03376688297470228,0.01688344148735114,1,1
49,125,In,4.667,0.0064,138.0790759838,276.1581519676,0.033799472995803874,0.016899736497901937,1,1
49,126,In,4.6702,0.0068,138.0790759838,276.1581519676,0.03382264812192057,0.016911324060960284,1,1
49,127,In,4.6733,0.0071,138.0790759838,276.1581519676,0.033845099025346104,0.016922549512673052,1,1
50,108,Sn,4.5605,0.0029,140.89701631,281.79403262,0.032367612313138276,0.016183806156569138,1,1
50,109,Sn,4.5679,0.0027,140.89701631,281.79403262,0.032420132942700214,0.016210066471350107,1,1
50,110,Sn,4.5785,0.0025,140.89701631,281.79403262,0.0324953651958565,0.01624768259792825,1,1
50,111,Sn,4.5836,0.0024,140.89701631,281.79403262,0.03253156184596,0.01626578092298,1,1
50,112,Sn,4.5948,0.0022,140.89701631,281.79403262,0.032611052528540234,0.016305526264270117,1,1
50,113,Sn,4.6015,0.0021,140.89701631,281.79403262,0.032658604990440904,0.016329302495220452,1,1
50,114,Sn,4.6099,0.0020,140.89701631,281.79403262,0.03271822300237608,0.01635911150118804,1,1
50,115,Sn,4.6148,0.0019,140.89701631,281.79403262,0.03275300017600493,0.016376500088002465,1,1
50,116,Sn,4.625,0.0019,140.89701631,281.79403262,0.03282539347621193,0.016412696738105966,1,1
50,117,Sn,4.6302,0.0019,140.89701631,281.79403262,0.03286229986455275,0.016431149932276377,1,1
50,118,Sn,4.6393,0.0019,140.89701631,281.79403262,0.032926886044149194,0.016463443022074597,1,1
50,119,Sn,4.6438,0.0020,140.89701631,281.79403262,0.03295882426482875,0.016479412132414373,1,1
50,120,Sn,4.6519,0.0021,140.89701631,281.79403262,0.03301631306205195,0.016508156531025976,1,1
50,121,Sn,4.6566,0.0021,140.89701631,281.79403262,0.03304967075920616,0.01652483537960308,1,1
50,122,Sn,4.6634,0.0022,140.89701631,281.79403262,0.033097932959344156,0.016548966479672078,1,1
50,123,Sn,4.6665,0.0023,140.89701631,281.79403262,0.03311993484470119,0.016559967422350594,1,1
50,124,Sn,4.6735,0.0023,140.89701631,281.79403262,0.033169616521313824,0.016584808260656912,1,1
50,125,Sn,4.6765,0.0026,140.89701631,281.79403262,0.033190908668433536,0.016595454334216768,1,1
50,126,Sn,4.6833,0.0043,140.89701631,281.79403262,0.03323917086857153,0.016619585434285766,1,1
50,127,Sn,4.6867,0.0048,140.89701631,281.79403262,0.03326330196864053,0.016631650984320265,1,1
50,128,Sn,4.6921,0.0054,140.89701631,281.79403262,0.033301627833456,0.016650813916728,1,1
50,129,Sn,4.6934,0.0058,140.89701631,281.79403262,0.0333108544305412,0.0166554272152706,1,1
50,130,Sn,4.7019,0.0066,140.89701631,281.79403262,0.03337118218071371,0.016685591090356854,1,1
50,131,Sn,4.7078,0.0073,140.89701631,281.79403262,0.03341305673671579,0.016706528368357895,1,1
50,132,Sn,4.7093,0.0076,140.89701631,281.79403262,0.033423702810275645,0.016711851405137822,1,1
51,121,Sb,4.6802,0.0026,143.71495663620001,287.42991327240003,0.03256585194432794,0.01628292597216397,1,1
51,123,Sb,4.6879,0.0025,143.71495663620001,287.42991327240003,0.03261943022302785,0.016309715111513926,1,1
52,116,Te,4.6847,0.0128,146.5328969624,293.0657939248,0.031970295388359674,0.015985147694179837,1,1
52,118,Te,4.6956,0.0105,146.5328969624,293.0657939248,0.032044681415156075,0.016022340707578037,1,1
52,120,Te,4.7038,0.0088,146.5328969624,293.0657939248,0.03210064154540659,0.016050320772703294,1,1
52,122,Te,4.7095,0.0031,146.5328969624,293.0657939248,0.03213954066033682,0.01606977033016841,1,1
52,123,Te,4.7117,0.0035,146.5328969624,293.0657939248,0.032154554353818664,0.016077277176909332,1,1
52,124,Te,4.7183,0.0029,146.5328969624,293.0657939248,0.03219959543426419,0.016099797717132096,1,1
52,125,Te,4.7204,0.0030,146.5328969624,293.0657939248,0.03221392668713322,0.01610696334356661,1,1
52,126,Te,4.7266,0.0032,146.5328969624,293.0657939248,0.03225623800512751,0.016128119002563755,1,1
52,128,Te,4.7346,0.0029,146.5328969624,293.0657939248,0.0323108332541524,0.0161554166270762,1,1
52,130,Te,4.7423,0.0025,146.5328969624,293.0657939248,0.03236338118133884,0.01618169059066942,1,1
52,132,Te,4.75,0.0031,146.5328969624,293.0657939248,0.032415929108525296,0.016207964554262648,1,1
52,134,Te,4.7569,0.0041,146.5328969624,293.0657939248,0.03246301751080926,0.01623150875540463,1,1
52,136,Te,4.7815,0.0089,146.5328969624,293.0657939248,0.03263089790156078,0.01631544895078039,1,1
53,127,I,4.75,0.0081,149.3508372886,298.7016745772,0.031804307804590856,0.015902153902295428,1,1
54,116,Xe,4.7211,0.0096,152.1687776148,304.3375552296,0.031025418446555382,0.015512709223277691,1,1
54,118,Xe,4.7387,0.0070,152.1687776148,304.3375552296,0.031141079492637728,0.015570539746318864,1,1
54,120,Xe,4.7509,0.0063,152.1687776148,304.3375552296,0.031221253626853903,0.015610626813426952,1,1
54,122,Xe,4.759,0.0059,152.1687776148,304.3375552296,0.03127448399465317,0.015637241997326586,1,1
54,124,Xe,4.7661,0.0055,152.1687776148,304.3375552296,0.03132114271210684,0.01566057135605342,1,1
54,126,Xe,4.7722,0.0052,152.1687776148,304.3375552296,0.031361229779214926,0.015680614889607463,1,1
54,127,Xe,4.7747,0.0038,152.1687776148,304.3375552296,0.031377658905078896,0.015688829452539448,1,1
54,128,Xe,4.7774,0.0050,152.1687776148,304.3375552296,0.03139540236101199,0.015697701180505994,1,1
54,129,Xe,4.7775,0.0050,152.1687776148,304.3375552296,0.031396059526046544,0.015698029763023272,1,1
54,130,Xe,4.7818,0.0049,152.1687776148,304.3375552296,0.03142431762253257,0.015712158811266284,1,1
54,131,Xe,4.7808,0.0049,152.1687776148,304.3375552296,0.03141774597218699,0.015708872986093494,1,1
54,132,Xe,4.7859,0.0048,152.1687776148,304.3375552296,0.031451261388949485,0.015725630694474742,1,1
54,133,Xe,4.7831,0.0048,152.1687776148,304.3375552296,0.03143286076798184,0.01571643038399092,1,1
54,134,Xe,4.7899,0.0047,152.1687776148,304.3375552296,0.03147754799033184,0.01573877399516592,1,1
54,136,Xe,4.7964,0.0047,152.1687776148,304.3375552296,0.031520263717578156,0.015760131858789078,1,1
54,137,Xe,4.8094,0.0049,152.1687776148,304.3375552296,0.031605695172070805,0.015802847586035403,1,1
54,138,Xe,4.8279,0.0079,152.1687776148,304.3375552296,0.03172727070346418,0.01586363535173209,1,1
54,139,Xe,4.8409,0.0100,152.1687776148,304.3375552296,0.031812702157956826,0.015906351078978413,1,1
54,140,Xe,4.8566,0.0125,152.1687776148,304.3375552296,0.03191587706838256,0.01595793853419128,1,1
54,141,Xe,4.8694,0.0147,152.1687776148,304.3375552296,0.03199999419280608,0.01599999709640304,1,1
54,142,Xe,4.8841,0.0169,152.1687776148,304.3375552296,0.032096597452886226,0.016048298726443113,1,1
54,143,Xe,4.8942,0.0187,152.1687776148,304.3375552296,0.03216297112137666,0.01608148556068833,1,1
54,144,Xe,4.9082,0.0208,152.1687776148,304.3375552296,0.03225497422621489,0.016127487113107446,1,1
54,146,Xe,4.9315,0.0245,152.1687776148,304.3375552296,0.03240809367926709,0.016204046839633546,1,1
55,118,Cs,4.7832,0.0092,154.986717941,309.973435882,0.030861999425143373,0.015430999712571686,1,1
55,119,Cs,4.7896,0.0089,154.986717941,309.973435882,0.030903293286224015,0.015451646643112008,1,1
55,120,Cs,4.7915,0.0075,154.986717941,309.973435882,0.030915552401232328,0.015457776200616164,1,1
55,121,Cs,4.7769,0.0078,154.986717941,309.973435882,0.03082135078064212,0.01541067539032106,1,1
55,122,Cs,4.7773,0.0070,154.986717941,309.973435882,0.030823931646959662,0.015411965823479831,1,1
55,123,Cs,4.782,0.0070,154.986717941,309.973435882,0.030854256826190755,0.015427128413095377,1,1
55,124,Cs,4.7828,0.0062,154.986717941,309.973435882,0.030859418558825832,0.015429709279412916,1,1
55,125,Cs,4.788,0.0062,154.986717941,309.973435882,0.030892969820953856,0.015446484910476928,1,1
55,126,Cs,4.7872,0.0056,154.986717941,309.973435882,0.030887808088318775,0.015443904044159388,1,1
55,127,Cs,4.7936,0.0055,154.986717941,309.973435882,0.03092910194939941,0.015464550974699705,1,1
55,128,Cs,4.7921,0.0052,154.986717941,309.973435882,0.030919423700708635,0.015459711850354317,1,1
55,129,Cs,4.7981,0.0050,154.986717941,309.973435882,0.030958136695471736,0.015479068347735868,1,1
55,130,Cs,4.7992,0.0049,154.986717941,309.973435882,0.030965234077844975,0.015482617038922487,1,1
55,131,Cs,4.8026,0.0047,154.986717941,309.973435882,0.030987171441544063,0.015493585720772031,1,1
55,132,Cs,4.8002,0.0046,154.986717941,309.973435882,0.030971686243638826,0.015485843121819413,1,1
55,133,Cs,4.8041,0.0046,154.986717941,309.973435882,0.030996849690234838,0.015498424845117419,1,1
55,134,Cs,4.8031,0.0046,154.986717941,309.973435882,0.030990397524440987,0.015495198762220493,1,1
55,135,Cs,4.8067,0.0047,154.986717941,309.973435882,0.03101362532129885,0.015506812660649426,1,1
55,136,Cs,4.8059,0.0052,154.986717941,309.973435882,0.03100846358866377,0.015504231794331885,1,1
55,137,Cs,4.8128,0.0050,154.986717941,309.973435882,0.031052983532641337,0.015526491766320668,1,1
55,138,Cs,4.8255,0.0050,154.986717941,309.973435882,0.031134926038223227,0.015567463019111613,1,1
55,139,Cs,4.8422,0.0069,154.986717941,309.973435882,0.031242677206980523,0.015621338603490261,1,1
55,140,Cs,4.8554,0.0088,154.986717941,309.973435882,0.031327845795459344,0.015663922897729672,1,1
55,141,Cs,4.8689,0.0108,154.986717941,309.973435882,0.03141495003367632,0.01570747501683816,1,1
55,142,Cs,4.8825,0.0132,154.986717941,309.973435882,0.03150269948847268,0.01575134974423634,1,1
55,143,Cs,4.8965,0.0151,154.986717941,309.973435882,0.03159302980958658,0.01579651490479329,1,1
55,144,Cs,4.9055,0.0161,154.986717941,309.973435882,0.03165109930173123,0.015825549650865616,1,1
55,145,Cs,4.9188,0.0191,154.986717941,309.973435882,0.03173691310678944,0.01586845655339472,1,1
55,146,Cs,4.9281,0.0193,154.986717941,309.973435882,0.031796918248672236,0.015898459124336118,1,1
56,120,Ba,4.8092,0.0058,157.8046582672,315.6093165344,0.030475652954787335,0.015237826477393667,1,1
56,121,Ba,4.8176,0.0052,157.8046582672,315.6093165344,0.030528883322586596,0.015264441661293298,1,1
56,122,Ba,4.8153,0.0054,157.8046582672,315.6093165344,0.030514308340927276,0.015257154170463638,1,1
56,123,Ba,4.8135,0.0055,157.8046582672,315.6093165344,0.030502901833541724,0.015251450916770862,1,1
56,124,Ba,4.8185,0.0052,157.8046582672,315.6093165344,0.03053458657627938,0.01526729328813969,1,1
56,125,Ba,4.8177,0.0052,157.8046582672,315.6093165344,0.030529517017441356,0.015264758508720678,1,1
56,126,Ba,4.8221,0.0050,157.8046582672,315.6093165344,0.03055739959105049,0.015278699795525244,1,1
56,127,Ba,4.8204,0.0051,157.8046582672,315.6093165344,0.03054662677851969,0.015273313389259845,1,1
56,128,Ba,4.8255,0.0048,157.8046582672,315.6093165344,0.030578945216112097,0.015289472608056048,1,1
56,129,Ba,4.8248,0.0049,157.8046582672,315.6093165344,0.030574509352128822,0.015287254676064411,1,1
56,130,Ba,4.8283,0.0047,157.8046582672,315.6093165344,0.03059668867204518,0.01529834433602259,1,1
56,131,Ba,4.8276,0.0048,157.8046582672,315.6093165344,0.030592252808061913,0.015296126404030956,1,1
56,132,Ba,4.8303,0.0047,157.8046582672,315.6093165344,0.03060936256914025,0.015304681284570125,1,1
56,133,Ba,4.8286,0.0047,157.8046582672,315.6093165344,0.03059858975660944,0.01529929487830472,1,1
56,134,Ba,4.8322,0.0047,157.8046582672,315.6093165344,0.03062140277138056,0.01531070138569028,1,1
56,135,Ba,4.8294,0.0047,157.8046582672,315.6093165344,0.030603659315447465,0.015301829657723733,1,1
56,136,Ba,4.8334,0.0046,157.8046582672,315.6093165344,0.030629007109637594,0.015314503554818797,1,1
56,137,Ba,4.8314,0.0047,157.8046582672,315.6093165344,0.030616333212542535,0.015308166606271267,1,1
56,138,Ba,4.8378,0.0046,157.8046582672,315.6093165344,0.03065688968324673,0.015328444841623365,1,1
56,139,Ba,4.8513,0.0049,157.8046582672,315.6093165344,0.030742438488638404,0.015371219244319202,1,1
56,140,Ba,4.8684,0.0059,157.8046582672,315.6093165344,0.03085080030880119,0.015425400154400595,1,1
56,141,Ba,4.8807,0.0069,157.8046582672,315.6093165344,0.030928744775935824,0.015464372387967912,1,1
56,142,Ba,4.8953,0.0083,157.8046582672,315.6093165344,0.031021264224729776,0.015510632112364888,1,1
56,143,Ba,4.9087,0.0096,157.8046582672,315.6093165344,0.031106179335266694,0.015553089667633347,1,1
56,144,Ba,4.9236,0.0112,157.8046582672,315.6093165344,0.031200599868624918,0.015600299934312459,1,1
56,145,Ba,4.9345,0.0123,157.8046582672,315.6093165344,0.031269672607793,0.0156348363038965,1,1
56,146,Ba,4.9479,0.0138,157.8046582672,315.6093165344,0.03135458771832992,0.01567729385916496,1,1
56,148,Ba,4.9731,0.0167,157.8046582672,315.6093165344,0.031514278821727706,0.015757139410863853,1,1
57,135,La,4.8488,0.0060,160.6225985934,321.2451971868,0.030187533027492917,0.015093766513746458,1,1
57,137,La,4.8496,0.0053,160.6225985934,321.2451971868,0.030192513646702203,0.015096256823351101,1,1
57,138,La,4.8473,0.0051,160.6225985934,321.2451971868,0.0301781943664755,0.01508909718323775,1,1
57,139,La,4.855,0.0049,160.6225985934,321.2451971868,0.0302261328263649,0.01511306641318245,1,1
58,136,Ce,4.8739,0.0018,163.4405389196,326.8810778392,0.029820630990439766,0.014910315495219883,1,1
58,138,Ce,4.8737,0.0018,163.4405389196,326.8810778392,0.02981940730382369,0.014909703651911846,1,1
58,140,Ce,4.8771,0.0018,163.4405389196,326.8810778392,0.02984020997629697,0.014920104988148485,1,1
58,142,Ce,4.9063,0.0020,163.4405389196,326.8810778392,0.030018868222243915,0.015009434111121957,1,1
58,144,Ce,4.9303,0.0024,163.4405389196,326.8810778392,0.030165710616172917,0.015082855308086458,1,1
58,146,Ce,4.959,0.0028,163.4405389196,326.8810778392,0.030341309645579677,0.015170654822789838,1,1
58,148,Ce,4.9893,0.0035,163.4405389196,326.8810778392,0.03052669816791504,0.01526334908395752,1,1
59,141,Pr,4.8919,0.0050,166.2584792458,332.5169584916,0.029423461721718943,0.014711730860859472,1,1
60,132,Nd,4.9174,0.0026,169.076419572,338.152839144,0.029083890068454875,0.014541945034227437,1,1
60,134,Nd,4.9128,0.0026,169.076419572,338.152839144,0.02905668343602414,0.01452834171801207,1,1
60,135,Nd,4.9086,0.0026,169.076419572,338.152839144,0.02903184259771782,0.01451592129885891,1,1
60,136,Nd,4.9111,0.0026,169.076419572,338.152839144,0.029046628810995394,0.014523314405497697,1,1
60,137,Nd,4.908,0.0026,169.076419572,338.152839144,0.029028293906531204,0.014514146953265602,1,1
60,138,Nd,4.9123,0.0026,169.076419572,338.152839144,0.029053726193368625,0.014526863096684313,1,1
60,139,Nd,4.9076,0.0025,169.076419572,338.152839144,0.02902592811240679,0.014512964056203396,1,1
60,140,Nd,4.9101,0.0026,169.076419572,338.152839144,0.02904071432568436,0.01452035716284218,1,1
60,141,Nd,4.9057,0.0026,169.076419572,338.152839144,0.029014690590315837,0.014507345295157919,1,1
60,142,Nd,4.9123,0.0025,169.076419572,338.152839144,0.029053726193368625,0.014526863096684313,1,1
60,143,Nd,4.9254,0.0026,169.076419572,338.152839144,0.029131205950943106,0.014565602975471553,1,1
60,144,Nd,4.9421,0.0027,169.076419572,338.152839144,0.029229977855637294,0.014614988927818647,1,1
60,145,Nd,4.9535,0.0028,169.076419572,338.152839144,0.02929740298818303,0.014648701494091514,1,1
60,146,Nd,4.9696,0.0030,169.076419572,338.152839144,0.029392626201690596,0.014696313100845298,1,1
60,148,Nd,4.9999,0.0036,169.076419572,338.152839144,0.029571835106614784,0.014785917553307392,1,1
60,150,Nd,5.04,0.0044,169.076419572,338.152839144,0.02980900596758705,0.014904502983793526,1,1
62,138,Sm,4.9599,0.0034,174.7123002244,349.4246004488,0.028388957123393822,0.014194478561696911,1,1
62,139,Sm,4.9556,0.0034,174.7123002244,349.4246004488,0.028364345232905985,0.014182172616452993,1,1
62,140,Sm,4.9565,0.0034,174.7123002244,349.4246004488,0.02836949655882205,0.014184748279411024,1,1
62,141,Sm,4.9517,0.0034,174.7123002244,349.4246004488,0.02834202282060307,0.014171011410301535,1,1
62,142,Sm,4.9518,0.0034,174.7123002244,349.4246004488,0.028342595190149304,0.014171297595074652,1,1
62,143,Sm,4.9479,0.0034,174.7123002244,349.4246004488,0.02832027277784638,0.01416013638892319,1,1
62,144,Sm,4.9524,0.0034,174.7123002244,349.4246004488,0.028346029407426674,0.014173014703713337,1,1
62,145,Sm,4.9651,0.0034,174.7123002244,349.4246004488,0.028418720339797705,0.014209360169898853,1,1
62,146,Sm,4.9808,0.0035,174.7123002244,349.4246004488,0.028508582358555606,0.014254291179277803,1,1
62,147,Sm,4.9892,0.0035,174.7123002244,349.4246004488,0.02855666140043881,0.014278330700219406,1,1
62,148,Sm,5.0042,0.0034,174.7123002244,349.4246004488,0.028642516832373104,0.014321258416186552,1,1
62,149,Sm,5.0134,0.0035,174.7123002244,349.4246004488,0.028695174830626138,0.014347587415313069,1,1
62,150,Sm,5.0387,0.0048,174.7123002244,349.4246004488,0.028839984325821983,0.014419992162910992,1,1
62,151,Sm,5.055,0.0057,174.7123002244,349.4246004488,0.028933280561857247,0.014466640280928623,1,1
62,152,Sm,5.0819,0.0060,174.7123002244,349.4246004488,0.02908724796979275,0.014543623984896375,1,1
62,153,Sm,5.0925,0.0068,174.7123002244,349.4246004488,0.029147919141692985,0.014573959570846493,1,1
62,154,Sm,5.1053,0.0067,174.7123002244,349.4246004488,0.029221182443610248,0.014610591221805124,1,1
63,137,Eu,4.9762,0.0095,177.5302405506,355.0604811012,0.028030154099755608,0.014015077049877804,1,1
63,138,Eu,4.9779,0.0094,177.5302405506,355.0604811012,0.02803972993311632,0.01401986496655816,1,1
63,139,Eu,4.976,0.0093,177.5302405506,355.0604811012,0.028029027531124934,0.014014513765562467,1,1
63,140,Eu,4.9695,0.0091,177.5302405506,355.0604811012,0.02799241405062809,0.013996207025314044,1,1
63,141,Eu,4.9697,0.0091,177.5302405506,355.0604811012,0.027993540619258756,0.013996770309629378,1,1
63,142,Eu,4.9607,0.0091,177.5302405506,355.0604811012,0.02794284503087851,0.013971422515439254,1,1
63,143,Eu,4.9636,0.0091,177.5302405506,355.0604811012,0.027959180276023253,0.013979590138011627,1,1
63,144,Eu,4.9612,0.0091,177.5302405506,355.0604811012,0.027945661452455188,0.013972830726227594,1,1
63,145,Eu,4.9663,0.0091,177.5302405506,355.0604811012,0.027974388952537333,0.013987194476268667,1,1
63,146,Eu,4.9789,0.0092,177.5302405506,355.0604811012,0.028045362776269685,0.014022681388134842,1,1
63,147,Eu,4.9938,0.0094,177.5302405506,355.0604811012,0.028129292139254764,0.014064646069627382,1,1
63,148,Eu,5.0045,0.0097,177.5302405506,355.0604811012,0.028189563560995726,0.014094781780497863,1,1
63,149,Eu,5.0202,0.0103,177.5302405506,355.0604811012,0.028277999198503496,0.014138999599251748,1,1
63,150,Eu,5.0296,0.0108,177.5302405506,355.0604811012,0.028330947924145092,0.014165473962072546,1,1
63,151,Eu,5.0522,0.0046,177.5302405506,355.0604811012,0.028458250179411053,0.014229125089705526,1,1
63,152,Eu,5.1064,0.0066,177.5302405506,355.0604811012,0.028763550278323224,0.014381775139161612,1,1
63,153,Eu,5.1115,0.0062,177.5302405506,355.0604811012,0.02879227777840537,0.014396138889202685,1,1
63,154,Eu,5.1239,0.0079,177.5302405506,355.0604811012,0.028862125033507043,0.014431062516753522,1,1
63,155,Eu,5.1221,0.0069,177.5302405506,355.0604811012,0.02885198591583099,0.014425992957915496,1,1
63,156,Eu,5.1264,0.0071,177.5302405506,355.0604811012,0.02887620714139045,0.014438103570695224,1,1
63,157,Eu,5.1351,0.0075,177.5302405506,355.0604811012,0.02892521287682469,0.014462606438412346,1,1
63,158,Eu,5.1413,0.0078,177.5302405506,355.0604811012,0.02896013650437553,0.014480068252187764,1,1
63,159,Eu,5.1498,0.0084,177.5302405506,355.0604811012,0.029008015671179097,0.014504007835589548,1,1
64,145,Gd,4.9786,0.0077,180.3481808768,360.6963617536,0.027605490533896743,0.013802745266948371,1,1
64,146,Gd,4.9801,0.0140,180.3481808768,360.6963617536,0.02761380777886538,0.01380690388943269,1,1
64,148,Gd,5.008,0.0171,180.3481808768,360.6963617536,0.027768508535281986,0.013884254267640993,1,1
64,150,Gd,5.0342,0.0159,180.3481808768,360.6963617536,0.02791378308073414,0.01395689154036707,1,1
64,152,Gd,5.0774,0.0048,180.3481808768,360.6963617536,0.02815331973583082,0.01407665986791541,1,1
64,154,Gd,5.1223,0.0040,180.3481808768,360.6963617536,0.028402282601891954,0.014201141300945977,1,1
64,155,Gd,5.1319,0.0041,180.3481808768,360.6963617536,0.02845551296969122,0.01422775648484561,1,1
64,156,Gd,5.142,0.0042,180.3481808768,360.6963617536,0.028511515752480027,0.014255757876240014,1,1
64,157,Gd,5.1449,0.0042,180.3481808768,360.6963617536,0.028527595759419384,0.014263797879709692,1,1
64,158,Gd,5.1569,0.0043,180.3481808768,360.6963617536,0.028594133719168465,0.014297066859584233,1,1
64,160,Gd,5.1734,0.0044,180.3481808768,360.6963617536,0.028685623413823445,0.014342811706911722,1,1
65,147,Tb,4.9201,0.1508,183.166121203,366.332242406,0.026861408472733526,0.013430704236366763,1,1
65,148,Tb,4.9291,0.1507,183.166121203,366.332242406,0.026910544196855922,0.013455272098427961,1,1
65,149,Tb,4.9427,0.1506,183.166121203,366.332242406,0.02698479373552977,0.013492396867764885,1,1
65,150,Tb,4.9499,0.1505,183.166121203,366.332242406,0.027024102314827686,0.013512051157413843,1,1
65,151,Tb,4.963,0.1504,183.166121203,366.332242406,0.02709562209105028,0.01354781104552514,1,1
65,152,Tb,4.9689,0.1504,183.166121203,366.332242406,0.027127833287974964,0.013563916643987482,1,1
65,153,Tb,4.995,0.1502,183.166121203,366.332242406,0.027270326887929915,0.013635163443964957,1,1
65,154,Tb,5.0333,0.1501,183.166121203,366.332242406,0.02747942669169522,0.01373971334584761,1,1
65,155,Tb,5.0391,0.1500,183.166121203,366.332242406,0.027511091936129658,0.013755545968064829,1,1
65,157,Tb,5.0489,0.1500,183.166121203,366.332242406,0.02756459528017404,0.01378229764008702,1,1
