nuclide,Z,A,start_level_keV,end_level_keV,gamma_energy_keV,relative_intensity,multipolarity,tot_conv_coeff,gamma_fraction_from_icc,radius_fm_measured,source,extraction_date
152sm,62,152,1944.61,1082.842,861.7,7.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1944.61,1041.122,903.5,50.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1944.61,963.358,981.24,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1945.1,1292.773,652.31,67.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1945.1,684.751,1260.41,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1945.9,1728.27,217.6,7.6,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1945.9,1559.62,386.2,19.6,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1945.9,1125.39,820.6,48.1,M1+E2,0.0045,0.9955201592832256,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1945.9,706.928,1238.9,100.0,M1+E2,0.00181,0.9981932701809724,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1954.3,1221.64,732.66,70.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1954.3,1041.122,913.17,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1977.19,1310.505,667.5,50.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1977.19,1221.64,755.5,48.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,1977.19,1022.97,953.8,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2003.66,810.453,1193.2,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.24,1612.9,391.27,58.8,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.24,1559.62,444.99,9.3,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.24,1310.505,693.98,35.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.24,1221.64,782.37,20.4,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.24,1125.39,879.0,47.2,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.24,1022.97,982.3,17.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.24,706.928,1297.4,110.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.24,366.4793,1637.43,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.29,1125.39,879.02,71.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2004.29,706.928,1297.29,100.0,E1,0.00072,0.9992805180270204,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2011.55,1221.64,789.96,86.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2011.55,1041.122,970.38,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2011.84,1022.97,989.08,13.1,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2011.84,810.453,1201.7,6.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2011.84,366.4793,1645.3,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2011.84,121.7818,1889.95,50.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2038.37,810.453,1227.96,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2038.37,684.751,1352.97,30.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2040.09,1891.06,149.06,41.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2040.09,1757.001,283.94,27.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2040.09,1221.64,818.8,30.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2040.09,706.928,1333.11,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2042.79,963.358,1079.43,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2042.79,810.453,1234.0,10.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2042.79,121.7818,1921.6,3.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2044.45,1233.863,810.2,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2044.45,1022.97,1021.4,28.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2044.45,810.453,1234.2,68.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2044.45,366.4793,1677.6,9.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2046.16,1559.62,486.2,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2046.16,706.928,1339.33,89.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2051.83,1233.863,817.8,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2051.83,1085.841,965.0,57.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2057.52,1920.46,137.08,100.0,M1+E2,0.692,0.5910165484633569,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2057.52,1803.94,253.2,17.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2057.52,1728.27,329.4,13.9,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2057.52,1310.505,747.1,17.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2057.52,1125.39,931.9,65.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2057.52,706.928,1350.9,43.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2070.83,1221.64,849.14,61.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2070.83,1041.122,1030.21,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2079.57,1879.14,200.52,11.9,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2079.57,1666.45,413.11,100.0,E2,0.0217,0.9787608887148869,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2079.57,1609.26,470.36,10.0,M1,0.0251,0.97551458394303,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2079.57,1125.39,953.84,8.5,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2091.21,1041.122,1050.1,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2091.21,963.358,1127.84,82.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2120.98,2057.52,63.51,67.0,[M1 E2],10.0,0.09090909090909091,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2120.98,1920.46,200.6,100.0,[M1 E2],0.223,0.8176614881439084,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2127.17,1510.79,616.0,8.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2127.17,810.453,1317.4,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2127.17,121.7818,2005.38,85.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2138.17,1041.122,1096.96,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2138.17,1022.97,1116.9,15.9,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2138.17,810.453,1327.7,15.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2138.17,684.751,1454.0,7.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2139.71,1879.14,260.6,1.12,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2139.71,1728.27,411.65,16.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2139.71,1505.77,633.85,19.4,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2139.71,1125.39,1014.28,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2139.71,706.928,1432.93,8.9,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2172.6,1529.802,642.8,67.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2172.6,1510.79,661.7,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2172.6,684.751,1488.1,13.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2176.62,1666.45,510.0,21.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2176.62,1505.77,670.7,31.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2176.62,1310.505,866.2,38.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2176.62,1221.64,955.03,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2201.47,1945.9,255.6,100.0,E1,0.0222,0.9782821365681863,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2201.47,1930.17,271.3,18.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2201.47,1879.14,322.2,6.1,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2201.47,1125.39,1075.0,7.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2214.98,2057.52,157.3,100.0,M1+E2,0.469,0.6807351940095303,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2214.98,1945.9,269.0,73.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2214.98,1920.46,294.4,89.0,E2,0.0596,0.9437523593808984,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2227.71,1505.77,722.3,55.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2227.71,1221.64,1005.7,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2237.3,1510.79,727.1,67.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2237.3,963.358,1274.4,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2237.3,121.7818,2114.2,67.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2239.8,366.4793,1873.1,8.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2239.8,121.7818,2118.0,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2239.8,0,2239.7,31.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2263.9,1125.39,1138.3,45.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2263.9,706.928,1557.1,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2290.37,1666.45,623.9,52.1,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2290.37,1609.26,681.6,49.0,D+Q,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2290.37,1505.77,783.9,7.5,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2290.37,1125.39,1165.0,100.0,E1,0.00079,0.9992106236073501,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2295.3,1041.122,1253.2,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2295.3,963.358,1332.0,75.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2295.3,121.7818,2175.0,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2308.9,121.7818,2187.0,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2308.9,0,2309.1,80.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2320.35,1803.94,516.3,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2320.35,1022.97,1297.8,7.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2320.35,706.928,1613.4,13.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2320.35,366.4793,1953.7,30.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2326.94,1879.14,448.18,5.4,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2326.94,1609.26,717.78,100.0,E1,0.00198,0.9980239126529471,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2348.76,1666.45,682.11,55.9,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2348.76,1505.77,843.36,31.2,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2348.76,1125.39,1223.47,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2367.3,1041.122,1326.4,60.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2367.3,963.358,1403.0,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2375.49,2201.2,174.28,23.5,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2375.49,2139.71,235.8,33.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2375.49,1946.15,429.35,61.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2375.49,1609.26,766.3,40.0,M1+E2,0.006,0.9940357852882704,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2375.49,1125.39,1250.25,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2388.79,2214.98,173.8,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2388.79,2201.47,187.6,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2388.79,2057.52,331.3,33.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2388.79,1666.45,721.9,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2402.23,1757.001,645.7,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2402.23,810.453,1591.6,12.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2402.23,121.7818,2280.2,9.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2424.36,2269.87,154.6,100.0,M1+E2,0.493,0.6697923643670463,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2424.36,2120.98,303.5,38.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2445.9,1879.14,567.1,9.4,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2445.9,1666.45,779.97,43.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2445.9,1505.77,939.8,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2506.29,1879.14,628.4,20.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2506.29,1505.77,1000.5,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2510.4,121.7818,2388.8,106.0,[E1],0.00108,0.9989211651416471,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2510.4,0,2510.6,100.0,[E1],0.00114,0.9988612981201431,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2510.59,2375.49,135.13,77.0,E1,0.1216,0.891583452211127,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2510.59,2201.47,309.0,100.0,E2,0.0513,0.9512032721392563,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2510.59,1879.14,631.5,42.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2517.41,1879.14,638.0,38.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2517.41,1609.26,908.62,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2525.69,2326.94,198.83,8.9,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2525.69,2148.81,376.7,4.6,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2525.69,2079.57,446.13,100.0,E2,0.01748,0.9828203011361403,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2525.69,1609.26,916.3,7.3,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2541.6,121.7818,2419.8,62.0,[M1],,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2541.6,0,2541.6,100.0,[M1],,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2567.06,706.928,1859.8,33.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2567.06,366.4793,2200.7,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2576.29,2424.36,152.1,93.0,M1(+E2),0.515,0.6600660066006601,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2576.29,2388.79,187.6,250.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2576.29,2214.98,361.0,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2589.02,2003.66,584.8,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2589.02,706.928,1881.8,23.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2590.68,2424.36,166.2,44.0,M1(+E2),0.402,0.7132667617689015,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2590.68,2388.79,202.0,80.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2590.68,2269.87,320.9,17.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2590.68,2214.98,375.5,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2599.36,1879.14,719.56,68.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2599.36,1505.77,1094.37,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2599.36,1125.39,1474.1,83.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2599.36,706.928,1892.4,76.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2641.09,2326.94,314.3,81.0,(M1+E2),0.06,0.9433962264150942,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2641.09,2148.81,493.0,59.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2641.09,2079.57,560.9,24.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2641.09,1609.26,1031.5,100.0,E1,0.00097,0.9990309399882116,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2643.4,121.7818,2521.6,147.0,[E1],0.00114,0.9988612981201431,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2643.4,0,2643.4,100.0,[E1],0.0012,0.998801438274071,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2662.47,2290.37,372.11,53.3,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2662.47,2139.71,522.78,62.1,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2662.47,2079.57,583.04,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2662.47,1609.26,1052.98,74.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2662.47,1125.39,1536.73,52.9,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2663.4,121.7818,2541.6,31.0,[M1],0.00109,0.998911186806381,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2663.4,0,2663.4,100.0,[M1],0.00111,0.9988912307338854,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2751.51,2590.68,160.8,103.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2751.51,2576.29,175.1,102.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2751.51,2424.36,327.3,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2751.51,2388.79,362.4,67.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2808.92,2079.57,728.48,75.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2808.92,1879.14,930.64,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2818.1,121.7818,2696.3,62.0,[M1],0.00111,0.9988912307338854,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2818.1,0,2818.1,100.0,[M1],0.00114,0.9988612981201431,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2833.3,2326.94,506.26,17.3,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2833.3,2148.81,684.44,100.0,E1,0.00218,0.9978247420623041,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2841.89,2326.94,515.2,94.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2841.89,2148.81,692.52,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2887.3,121.7818,2765.5,36.0,[M1],,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2887.3,0,2887.3,100.0,[M1],0.00115,0.998851320980872,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2891.7,121.7818,2769.9,35.0,[M1],,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2891.7,0,2891.7,100.0,[M1],0.00116,0.9988413440409125,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2895.49,2402.23,493.3,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2895.49,1371.735,1524.5,15.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2895.49,1085.841,1810.5,38.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2895.49,706.928,2188.6,54.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2895.49,366.4793,2528.5,77.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2905.17,2148.81,756.4,8.4,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2905.17,1879.14,1026.48,65.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2905.17,1609.26,1295.98,76.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2905.17,1125.39,1779.05,100.0,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2930.6,121.7818,2808.8,50.0,[M1],0.00114,0.9988612981201431,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2930.6,0,2930.6,100.0,[M1],0.00116,0.9988413440409125,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2939.3,121.7818,2817.5,48.0,[M1],0.00114,0.9988612981201431,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2939.3,0,2939.3,100.0,[M1],0.00117,0.9988313673002588,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2946.8,121.7818,2825.0,180.0,[E1],0.00128,0.998721636305529,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2946.8,0,2946.8,100.0,[E1],0.00133,0.9986717665504878,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2976.87,2525.69,451.25,100.0,E2,0.01694,0.9833421834129841,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
152sm,62,152,2976.87,2148.81,827.6,6.9,,,,5.0819,IAEA LiveChart ENSDF adopted gammas,2026-08-13
