nuclide,Z,A,start_level_keV,end_level_keV,gamma_energy_keV,relative_intensity,multipolarity,tot_conv_coeff,gamma_fraction_from_icc,radius_fm_measured,source,extraction_date
24mg,12,24,11018,6010.34,5007.0,0.86,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11018,5235.16,5782.0,1.5,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11018,4238.35,6779.0,2.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11018,4122.853,6894.0,1.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11018,1368.667,9647.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11018,0,11015.0,14.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11133,7616.41,3518.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11165,8438.4,2726.0,5.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11165,7555.3,3609.0,6.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11165,6010.34,5154.0,13.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11165,5235.16,5929.0,11.3,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11165,4122.853,7041.0,1.81,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11165,1368.667,9794.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11187.3,1368.667,9816.5,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11207,1368.667,9836.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11216.69,9516.18,1700.0,1.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11216.69,8654.9,2562.0,0.81,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11216.69,7348.6,3868.0,0.35,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11216.69,5235.16,5981.0,0.93,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11216.69,4122.853,7093.0,12.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11216.69,1368.667,9846.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11314.4,1368.667,9943.5,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11330,1368.667,9959.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11391,10059.1,1332.0,1.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11391,9965.3,1426.0,1.01,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11391,8438.4,2953.0,1.01,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11391,7747.7,3643.0,1.45,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11391,6432.2,4958.0,1.16,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11391,4238.35,7152.0,2.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11391,1368.667,10020.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11391,0,11388.0,36.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,10731.1,721.7,3.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,10059.1,1393.7,1.14,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,9965.3,1487.5,12.7,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,7747.7,3704.8,3.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,7616.41,3836.0,0.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,7348.6,4103.4,1.36,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,5235.16,6216.7,4.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,4238.35,7213.3,47.7,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,4122.853,7328.7,1.82,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,1368.667,10081.8,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11452.8,0,11449.8,50.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,10731.1,791.0,1.59,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,10059.1,1463.0,2.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,9965.3,1557.0,1.11,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,8358.1,3164.0,0.32,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,7747.7,3774.0,1.11,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,7616.41,3905.0,1.43,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,6432.2,5089.0,12.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,4238.35,7282.0,8.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,4122.853,7398.0,7.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,1368.667,10151.0,23.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11522,0,11519.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11600,9516.18,2084.0,21.8,[E1],0.000705,0.9992954966748443,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11600,9301.07,2299.0,75.0,[E1],,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11600,9299.8,2300.0,5.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11600,9284.4,2315.0,12.5,[E1],,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11600,8358.1,3242.0,8.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11600,7616.41,3983.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11600,4122.853,7476.0,3.9,[E1],,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,11012,686.0,1.82,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,9301.07,2397.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,9299.8,2398.0,1.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,8654.9,3043.0,2.5,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,8439.29,3259.0,3.6,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,7812.4,3885.0,1.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,7348.6,4349.0,5.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,6010.34,5687.0,5.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,5235.16,6462.0,6.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,4238.35,7459.0,19.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,4122.853,7574.0,15.7,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11698.2,1368.667,10327.0,64.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11730,9965.3,1765.0,3.48,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11730,7555.3,4174.0,1.63,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11730,4238.35,7490.0,3.59,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11730,1368.667,10359.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11860,8113.2,3747.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11862.8,7555.3,4306.0,4.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11862.8,7348.6,4513.0,1.75,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11862.8,4238.35,7622.0,4.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11862.8,1368.667,10491.0,65.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11862.8,0,11859.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,9301.07,2631.9,0.19,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,8864.5,3068.4,0.34,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,7812.4,4120.5,1.41,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,7348.6,4583.6,1.62,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,6010.34,5922.0,4.3,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,5235.16,6696.9,1.27,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,4238.35,7693.4,0.51,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,4122.853,7808.9,24.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11932.9,1368.667,10561.9,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,11207,760.0,0.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,10731.1,1236.0,3.7,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,10059.1,1908.0,12.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,9965.3,2001.0,4.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,6432.2,5534.0,9.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,5235.16,6731.0,60.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,4238.35,7727.0,46.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,4122.853,7842.0,3.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,1368.667,10596.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11966.6,0,11964.0,46.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,10731.1,1257.4,0.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,10059.1,1929.3,1.5,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,9284.4,2703.9,2.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,9003.5,2984.8,1.3,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,8864.5,3122.8,11.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,8438.4,3549.8,6.3,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,7747.7,4240.4,11.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,7555.3,4432.8,3.3,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,5235.16,6752.3,17.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,4238.35,7748.8,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,1368.667,10617.3,61.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,11988.5,0,11985.3,1.7,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12003,11012,991.0,19.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12003,8439.29,3563.0,9.5,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12003,6010.34,5992.0,30.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12003,4122.853,7879.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12051.3,6010.34,6040.0,6.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12051.3,5235.16,6815.0,30.6,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12051.3,4122.853,7927.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12051.3,1368.667,10680.0,1.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12119,9516.18,2603.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12119,6010.34,6108.0,27.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12119,4238.35,7879.0,92.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12119,4122.853,7995.0,38.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12119,1368.667,10748.0,14.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12128,7812.4,4315.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12162,9516.18,2646.0,17.6,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12162,9003.5,3158.0,3.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12162,5235.16,6926.0,5.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12162,4238.35,7922.0,11.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12162,4122.853,8038.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12162,1368.667,10791.0,57.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,11216.69,966.6,2.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,10731.1,1452.2,2.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,10360.7,1822.5,5.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,9965.3,2217.9,1.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,8654.9,3528.1,4.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,7747.7,4435.2,3.7,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,6432.2,5750.4,1.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,4238.35,7943.5,12.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,1368.667,10812.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12183.3,0,12180.0,7.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,11216.69,1042.6,3.3,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,9965.3,2293.9,1.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,9828,2431.0,2.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,9003.5,3255.6,4.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,8864.5,3394.5,9.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,8439.29,3819.7,5.6,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,7348.6,4910.2,9.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,5235.16,7023.0,24.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,4238.35,8019.5,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,4122.853,8135.0,1.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,1368.667,10888.0,60.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12259.3,0,12255.9,2.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,10659.8,1680.3,1.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,9003.5,3336.5,5.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,8654.9,3685.0,2.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,7616.41,4723.3,9.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,7348.6,4991.0,29.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,5235.16,7103.9,47.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,4238.35,8100.4,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,4122.853,8215.8,4.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12340.2,1368.667,10968.8,24.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12342,7812.4,4529.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,10059.1,2341.1,3.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,9516.18,2883.9,18.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,9457.81,2942.3,2.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,9003.5,3396.5,4.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,7616.41,4783.4,10.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,7348.6,5051.1,31.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,5235.16,7164.0,44.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,4238.35,8160.5,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,4122.853,8275.9,6.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12400.3,1368.667,11028.9,36.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,9299.8,3103.6,2.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,9003.5,3401.1,4.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,8864.5,3540.1,2.5,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,8654.9,3749.7,19.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,8438.4,3966.1,4.1,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,8358.1,4046.4,1.6,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,7616.41,4788.0,12.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,7348.6,5055.7,3.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,5235.16,7168.6,1.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,4238.35,8165.1,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,4122.853,8280.5,1.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,1368.667,11033.5,3.3,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12404.9,0,12401.5,3.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12443,10027.97,2415.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12507,7348.6,5158.0,5.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12507,5235.16,7271.0,15.4,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12507,4238.35,8267.0,46.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12507,4122.853,8382.0,25.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12507,1368.667,11136.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,10731.1,1796.4,1.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,10059.1,2468.4,6.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,9828,2699.2,2.6,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,8864.5,3662.8,7.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,8654.9,3872.4,13.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,8438.4,4088.8,7.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,7747.7,4779.4,16.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,6432.2,6094.6,33.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,4238.35,8287.7,36.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,1368.667,11156.2,15.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12527.6,0,12524.1,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12638.7,9457.81,3180.7,0.9,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12638.7,7812.4,4825.8,3.6,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12638.7,6010.34,6627.4,15.8,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12638.7,5235.16,7402.3,8.7,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12638.7,4238.35,8398.8,0.7,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12638.7,4122.853,8514.2,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12638.7,1368.667,11267.2,2.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,10731.1,1930.0,5.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,10059.1,2602.0,16.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,9516.18,3144.0,22.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,8864.5,3796.0,27.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,7747.7,4913.0,5.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,7348.6,5312.0,19.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,5235.16,7424.0,8.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,4238.35,8421.0,100.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,4122.853,8536.0,16.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12660.8,1368.667,11289.0,51.0,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12670,11988.5,682.5,0.36,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12670,11452.8,1217.1,0.17,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12670,11207,1462.9,0.2,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12670,11187.3,1482.6,0.19,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
24mg,12,24,12670,10917.2,1752.7,0.11,,,,3.057,IAEA LiveChart ENSDF adopted gammas,2026-08-13
