obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
""	"7468.5918897"	"9.628e+02"	AA	"[24.043155648442]"	"[24.209163110443]"	"1s.5f"	"1F*"	"3"	"1s.6d"	"3D"	"3"	7	7		
""	"7484.9698098"	"4.520e+03"	AA	"[24.209163110443]"	"[24.3748073302369]"	"1s.6d"	"3D"	"3"	"1s.8f"	"1F*"	"3"	7	7		
""	"7484.9719285"	"3.486e+04"	AA	"[24.209163157329]"	"[24.3748073302369]"	"1s.6d"	"3D"	"2"	"1s.8f"	"1F*"	"3"	5	7		
""	"7484.9790568"	"7.6687e+02"	AAA	"[24.209163110443]"	"[24.3748071255995]"	"1s.6d"	"3D"	"3"	"1s.8f"	"3F*"	"2"	7	5		
""	"7484.9811754"	"2.6838e+04"	AAA	"[24.209163157329]"	"[24.3748071255995]"	"1s.6d"	"3D"	"2"	"1s.8f"	"3F*"	"2"	5	5		
""	"7484.9850855"	"1.7255e+05"	AAA	"[24.209163110443]"	"[24.3748069921824]"	"1s.6d"	"3D"	"3"	"1s.8f"	"3F*"	"4"	7	9		
""	"7484.9884800"	"1.4651e+04"	AAA	"[24.209163110443]"	"[24.3748069170618]"	"1s.6d"	"3D"	"3"	"1s.8f"	"3F*"	"3"	7	7		
""	"7484.9905987"	"1.1852e+05"	AAA	"[24.209163157329]"	"[24.3748069170618]"	"1s.6d"	"3D"	"2"	"1s.8f"	"3F*"	"3"	5	7		
""	"7485.0117996"	"1.4494e+05"	AAA	"[24.209163835045]"	"[24.3748071255995]"	"1s.6d"	"3D"	"1"	"1s.8f"	"3F*"	"2"	3	5		
""	"7488.8888309"	"1.3321e+05"	AAA	"[24.209249793955]"	"[24.3748073302369]"	"1s.6d"	"1D"	"2"	"1s.8f"	"1F*"	"3"	5	7		
""	"7488.8980876"	"2.433e+00"	AA	"[24.209249793955]"	"[24.3748071255995]"	"1s.6d"	"1D"	"2"	"1s.8f"	"3F*"	"2"	5	5		
""	"7488.9075207"	"3.939e+04"	AA	"[24.209249793955]"	"[24.3748069170618]"	"1s.6d"	"1D"	"2"	"1s.8f"	"3F*"	"3"	5	7		
""	"7497.44817861"	"9.076e+03"	AA	"[24.209454827529]"	"[24.3748233575671]"	"1s.6f"	"3F*"	"3"	"1s.8g"	"1G"	"4"	7	9		
""	"7497.45051394"	"1.3311e+04"	AAA	"[24.209454827529]"	"[24.3748233060576]"	"1s.6f"	"3F*"	"3"	"1s.8g"	"3G"	"3"	7	7		
""	"7497.45719860"	"6.793e+03"	AA	"[24.2094550264796]"	"[24.3748233575671]"	"1s.6f"	"3F*"	"4"	"1s.8g"	"1G"	"4"	9	9		
""	"7497.45776410"	"2.0700e+05"	AAA	"[24.209454827529]"	"[24.3748231461435]"	"1s.6f"	"3F*"	"3"	"1s.8g"	"3G"	"4"	7	9		
""	"7497.45953393"	"2.8881e+02"	AAA	"[24.2094550264796]"	"[24.3748233060576]"	"1s.6f"	"3F*"	"4"	"1s.8g"	"3G"	"3"	9	7		
""	"7497.46299003"	"2.2643e+05"	AAA	"[24.2094550264796]"	"[24.3748232298280]"	"1s.6f"	"3F*"	"4"	"1s.8g"	"3G"	"5"	9	11		
""	"7497.46678412"	"7.3585e+03"	AAA	"[24.2094550264796]"	"[24.3748231461435]"	"1s.6f"	"3F*"	"4"	"1s.8g"	"3G"	"4"	9	9		
