obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
"322.06958"	"322.069562"	"1.80e+04"	C+	"0.11011433"	"3.95972364"	"3d6.4s2"	"a 5D"	"1"	"3d6.(5D).4s.4p.(3P*)"	"z 3D*"	"1"	3	3		
"322.07342"	"322.073411"	"3.61e+07"	B	"2.42543332"	"6.27499663"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"4"	"3d6.(5D).4s (6D).4d"	"e 7P"	"3"	9	7		
"322.28464"	"322.284642"	"1.22e+07"	C+	"2.48211840"	"6.32915863"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"1"	"3d6.(5D).4s (6D).4d"	"f 7D"	"1"	3	3		
"322.29973"	"322.299756"	"8.65e+07"	B+	"2.39920471"	"6.24606454"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"5"	"3d6.(5D).4s (6D).4d"	"f 7D"	"5"	11	11		
"322.41979"	"322.419872"	"3.10e+04"	D+	"1.48486439"	"5.33029109"	"3d7.(4F).4s"	"a 3F"	"4"	"3d6.(3H).4s.4p.(3P*)"	"z 5H*"	"5"	9	11		
"322.65385"	"322.653742"	"4.65e+05"	C	"2.43269470"	"6.27533411"	"3d6.4s2"	"a 3H"	"5"	"3d6.(3F2).4s.4p.(3P*)"	"x 1G*"	"4"	11	9		
"322.67184"	"322.671847"	"1.18e+08"	B+	"2.39920471"	"6.24162851"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"5"	"3d6.(5D).4s (6D).4d"	"e 7F"	"6"	11	13		
"322.69447"	"322.694442"	"6.59e+05"	C+	"2.55917148"	"6.40132623"	"3d6.4s2"	"b 3F2"	"4"	"3d6.(3H).4s.4p.(3P*)"	"1H*"	"5"	9	11		
"322.79926"	"322.799211"	"4.52e+06"	B	"2.48211840"	"6.32302612"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"1"	"3d6.(5D).4s (6D).4d"	"f 7D"	"2"	3	5		
"322.87272"	"322.872710"	"4.96e+07"	B	"2.42543332"	"6.26546671"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"4"	"3d6.(5D).4s (6D).4d"	"f 5D"	"3"	9	7		
"322.91807"	"322.918074"	"3.72e+07"	C+	"2.46883473"	"6.30832866"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"2"	"3d6.(5D).4s (6D).4d"	"f 5D"	"1"	5	3		
"322.95294"	"322.95295"	"1.74e+06"	D+	"3.23672008"	"7.0757994"	"3d7.(2H).4s"	"b 3H"	"6"	"3d6.(1I).4s.4p.(3P*)"	"x 3I*"	"6"	13	13		
"323.00523"	"323.005230"	"1.67e+05"	C+	"0.12126572"	"3.95972364"	"3d6.4s2"	"a 5D"	"0"	"3d6.(5D).4s.4p.(3P*)"	"z 3D*"	"1"	1	3		
"323.09230"	"323.092309"	"1.06e+07"	B+	"3.04686890"	"6.88429230"	"3d7.(2G).4s"	"a 1G"	"4"	"3d6.(1G2).4s.4p.(3P*)"	"v 3H*"	"5"	9	11		
"323.10886"	"323.108866"	"1.51e+06"	C+	"2.46883473"	"6.30606149"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"2"	"3d6.(5D).4s (6D).4d"	"f 7D"	"3"	5	7		
"323.11395"	"323.113971"	"2.06e+07"	C+	"2.46883473"	"6.30600086"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"2"	"3d6.(5D).4s (6D).4d"	"e 7P"	"2"	5	5		
"323.18961"	"323.189618"	"3.7e+07"	D+	"2.44955978"	"6.28582776"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"3"	"3d6.(5D).4s (6D).4d"	"f 5D"	"2"	7	5		
"323.39848"	"323.39848"	"4.19e+07"	B+	"3.23672008"	"7.0705105"	"3d7.(2H).4s"	"b 3H"	"6"	"3d6.(1I).4s.4p.(3P*)"	"x 3I*"	"7"	13	15		
"323.49006"	"323.490080"	"2.08e+07"	B	"2.42543332"	"6.25813812"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"4"	"3d6.(5D).4s (6D).4d"	"e 7P"	"4"	9	9		
"323.55466"	"323.554649"	"1.15e+05"	B	"0.05156912"	"3.88350907"	"3d6.4s2"	"a 5D"	"3"	"3d6.(5D).4s.4p.(3P*)"	"z 3D*"	"3"	7	7		
"323.71561"	"323.715613"	"2.18e+05"	B	"0.05156912"	"3.88160368"	"3d6.4s2"	"a 5D"	"3"	"3d6.(5D).4s.4p.(3P*)"	"z 3F*"	"4"	7	9		
"324.03675"	"324.036741"	"2.95e+07"	B	"2.42543332"	"6.25167222"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"4"	"3d6.(5D).4s (6D).4d"	"f 5D"	"4"	9	9		
"324.03919"	"324.039166"	"6.74e+06"	C+	"2.48211840"	"6.30832866"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"1"	"3d6.(5D).4s (6D).4d"	"f 5D"	"1"	3	3		
"324.40440"	"324.404300"	"4.81e+05"	C	"2.45343044"	"6.27533411"	"3d6.4s2"	"a 3H"	"4"	"3d6.(3F2).4s.4p.(3P*)"	"x 1G*"	"4"	9	9		
"324.51234"	"324.512342"	"3.06e+07"	B+	"2.42543332"	"6.24606454"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"4"	"3d6.(5D).4s (6D).4d"	"f 7D"	"5"	9	11		
"324.69020"	"324.690178"	"1.55e+05"	B	"0.91460217"	"4.73314079"	"3d7.(4F).4s"	"a 5F"	"4"	"3d7.(4F).4p"	"y 3D*"	"3"	9	7		
"324.69411"	"324.694100"	"1.68e+05"	B	"0.11011433"	"3.92860683"	"3d6.4s2"	"a 5D"	"1"	"3d6.(5D).4s.4p.(3P*)"	"z 3D*"	"2"	3	5		
"324.74166"	"324.741707"	"2.50e+06"	B	"2.58810592"	"6.40603863"	"3d6.4s2"	"b 3F2"	"3"	"3d7.(2H).4p"	"u 3G*"	"4"	7	9		
"324.78971"	"324.789739"	"1.09e+07"	B	"2.19786640"	"6.01523448"	"3d7.(4P).4s"	"a 5P"	"2"	"3d7.(4P).4p"	"x 3P*"	"1"	5	3		
"324.81466"	"324.814679"	"1.69e+06"	C+	"2.60850194"	"6.42557692"	"3d6.4s2"	"b 3F2"	"2"	"3d7.(2H).4p"	"u 3G*"	"3"	5	7		
"324.91411"	"324.914105"	"1.92e+07"	B	"2.44955978"	"6.26546671"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"3"	"3d6.(5D).4s (6D).4d"	"f 5D"	"3"	7	7		
"325.15609"	"325.156070"	"3.83e+06"	B	"2.17594512"	"5.98901244"	"3d7.(4P).4s"	"a 5P"	"3"	"3d7.(4P).4p"	"x 3P*"	"2"	7	5		
"325.16964"	"325.16966"	"2.85e+06"	B	"3.26711257"	"7.0800206"	"3d7.(2H).4s"	"b 3H"	"5"	"3d6.(1I).4s.4p.(3P*)"	"x 3I*"	"5"	11	11		
"325.38525"	"325.385256"	"2.20e+06"	B	"2.55917148"	"6.36955305"	"3d6.4s2"	"b 3F2"	"4"	"3d7.(2H).4p"	"u 3G*"	"5"	9	11		
"325.45372"	"325.45375"	"1.62e+07"	B	"3.25148176"	"7.0610614"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d7.(2H).4p"	"v 1G*"	"4"	7	9		
"325.53003"	"325.53004"	"4.24e+07"	B+	"3.26711257"	"7.0757994"	"3d7.(2H).4s"	"b 3H"	"5"	"3d6.(1I).4s.4p.(3P*)"	"x 3I*"	"6"	11	13		
"325.56618"	"325.566245"	"5.73e+05"	D+	"2.69240763"	"6.50067093"	"3d7.(2G).4s"	"a 3G"	"5"	"3d7.(2H).4p"	"w 3H*"	"6"	11	13		
"325.81736"	"325.81741"	"4.76e+06"	C+	"2.99035244"	"6.7956800"	"3d6.4s2"	"b 3G"	"4"	"3d6.(3G).4s.4p.(3P*)"	"w 1G*"	"4"	9	9		
"325.85318"	"325.853199"	"8.94e+06"	C	"2.17594512"	"5.98085478"	"3d7.(4P).4s"	"a 5P"	"3"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"2"	7	5		
"326.09292"	"326.092929"	"2.99e+06"	B	"2.44955978"	"6.25167222"	"3d6.(5D).4s.4p.(3P*)"	"z 7D*"	"3"	"3d6.(5D).4s (6D).4d"	"f 5D"	"4"	7	9		
"326.54532"	"326.545348"	"1.01e+07"	C+	"2.19786640"	"5.99471113"	"3d7.(4P).4s"	"a 5P"	"2"	"3d6.(3G).4s.4p.(3P*)"	"v 5F*"	"1"	5	3		
"326.59880"	"326.598801"	"8.89e+04"	C+	"0.08728574"	"3.88350907"	"3d6.4s2"	"a 5D"	"2"	"3d6.(5D).4s.4p.(3P*)"	"z 3D*"	"3"	5	7		
"326.65578"	"326.655781"	"3.06e+07"	B	"2.17594512"	"5.97150625"	"3d7.(4P).4s"	"a 5P"	"3"	"3d5.(6S).4s2.4p"	"v 5P*"	"2"	7	5		
"326.91748"	"326.917512"	"6.06e+06"	B	"2.22271209"	"6.01523448"	"3d7.(4P).4s"	"a 5P"	"1"	"3d7.(4P).4p"	"x 3P*"	"1"	3	3		
"327.19425"	"327.194264"	"6.4e+07"	D+	"2.19786640"	"5.98718095"	"3d7.(4P).4s"	"a 5P"	"2"	"3d5.(6S).4s2.4p"	"v 5P*"	"1"	5	3		
"327.24275"	"327.242767"	"8.47e+06"	C+	"3.25148176"	"7.04023466"	"3d7.(2D2).4s"	"a 3D"	"3"	"3d6.(1G2).4s.4p.(3P*)"	"u 3F*"	"3"	7	7		
