obs_wl_vac(nm)	ritz_wl_vac(nm)	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	
"891.523"	"891.521+"	"2.19e+07"	C+	"14.544408"	"15.935112"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	"2s2.2p4.(3P).3d"	"4F"	"5/2"	4	6		
"891.688"	"891.685+"	"5.4e+05"	C	"14.544408"	"15.934856"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"3/2"	4	4		
"891.934"	"891.929+"	"3.78e+05"	C	"14.544408"	"15.934476"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	"2s2.2p4.(3P).3d"	"2P"	"1/2"	4	2		
"896.612"	"896.613+"	"3.6e+05"	D+	"14.504588"	"15.887395"	"2s2.2p4.(3P).3p"	"4D*"	"7/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"	8	6		
"898.365"	"898.365+"	"1.23e+06"	C+	"14.554747"	"15.934856"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	"2s2.2p4.(3P).3d"	"4P"	"3/2"	2	4		
"898.612"	"898.612+"	"1.30e+06"	C	"14.554747"	"15.934476"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"1/2"	2	2		
"900.866"	"900.865+"	"2.85e+06"	C	"14.504588"	"15.880867"	"2s2.2p4.(3P).3p"	"4D*"	"7/2"	"2s2.2p4.(3P).3d"	"4D"	"5/2"	8	6		
"901.933"	"901.933+"	"2.33e+06"	C	"13.025319"	"14.399969"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"4P*"	"1/2"	2	2		
"902.797"	"902.795+"	"1.43e+07"	C+	"14.504588"	"15.877925"	"2s2.2p4.(3P).3p"	"4D*"	"7/2"	"2s2.2p4.(3P).3d"	"4D"	"7/2"	8	8		
"904.458"	"904.458+"	"2.18e+07"	C+	"14.526486"	"15.897299"	"2s2.2p4.(3P).3p"	"4D*"	"5/2"	"2s2.2p4.(3P).3d"	"2F"	"7/2"	6	8		
"910.483"	"910.484+"	"2.46e+06"	C+	"14.583383"	"15.945123"	"2s2.2p4.(3P).3p"	"2D*"	"5/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"	6	6		
"915.429"	"915.431+"	"1.04e+07"	C+	"14.526486"	"15.880867"	"2s2.2p4.(3P).3p"	"4D*"	"5/2"	"2s2.2p4.(3P).3d"	"4D"	"5/2"	6	6		
"918.120"	"918.119+"	"1.93e+07"	C+	"14.583383"	"15.933798"	"2s2.2p4.(3P).3p"	"2D*"	"5/2"	"2s2.2p4.(3P).3d"	"4F"	"7/2"	6	8		
"923.538"	"923.542+"	"1.49e+06"	C	"14.554747"	"15.897233"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"	2	4		
"923.791"	"923.790+"	"1.04e+07"	C+	"14.614380"	"15.956505"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	"2s2.2p4.(3P).3d"	"2F"	"5/2"	4	6		
"924.711"	"924.714+"	"5.26e+06"	C+	"14.544408"	"15.885193"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	"2s2.2p4.(3P).3d"	"4D"	"3/2"	4	4		
"931.690"	"931.691+"	"1.42e+07"	C+	"14.614380"	"15.945123"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"	4	6		
"938.753"	"938.753+"	"5.97e+06"	C+	"14.614380"	"15.935112"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	"2s2.2p4.(3P).3d"	"4F"	"5/2"	4	6		
"943.626"	"943.624+"	"2.35e+07"	C+	"14.583383"	"15.897299"	"2s2.2p4.(3P).3p"	"2D*"	"5/2"	"2s2.2p4.(3P).3d"	"2F"	"7/2"	6	8		
"950.791"	"950.791+"	"8.2e+06"	C	"14.583383"	"15.887395"	"2s2.2p4.(3P).3p"	"2D*"	"5/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"	6	6		
"957.743"	"957.746+"	"1.47e+06"	C+	"14.583383"	"15.877925"	"2s2.2p4.(3P).3p"	"2D*"	"5/2"	"2s2.2p4.(3P).3d"	"4D"	"7/2"	6	8		
"966.469"	"966.472+"	"4.49e+06"	C+	"14.614380"	"15.897233"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"	4	4		
"970.206"	"970.212+"	"6.4e+06"	D+	"14.680382"	"15.958291"	"2s2.2p4.(3P).3p"	"2S*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	2	4		
"972.324"	"972.339+"	"7.2e+05"	D+	"14.683178"	"15.958291"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	4	4		
"973.701"	"973.703+"	"9.4e+06"	C+	"14.683178"	"15.956505"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	"2s2.2p4.(3P).3d"	"2F"	"5/2"	4	6		
"973.937"	"973.941+"	"2.73e+06"	C	"14.614380"	"15.887395"	"2s2.2p4.(3P).3p"	"2D*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"	4	6		
"979.749"	"979.753+"	"6.05e+06"	C+	"14.680382"	"15.945846"	"2s2.2p4.(3P).3p"	"2S*"	"1/2"	"2s2.2p4.(3P).3d"	"4F"	"3/2"	2	4		
"982.480"	"982.485+"	"1.52e+07"	C	"14.683178"	"15.945123"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"5/2"	4	6		
"988.629"	"988.636+"	"6.9e+06"	D+	"14.680382"	"15.934476"	"2s2.2p4.(3P).3p"	"2S*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"1/2"	2	2		
"990.537"	"990.544+"	"9.8e+06"	C+	"14.683178"	"15.934856"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"3/2"	4	4		
"1008.990"	"1008.990+"	"1.08e+07"	C+	"14.683178"	"15.911973"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	"2s2.2p4.(3P).3d"	"4P"	"1/2"	4	2		
"1018.894"	"1018.894+"	"5.29e+06"	C+	"14.680382"	"15.897233"	"2s2.2p4.(3P).3p"	"2S*"	"1/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"	2	4		
"1021.237"	"1021.241+"	"5.46e+06"	C	"14.683178"	"15.897233"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"3/2"	4	4		
"1028.827"	"1028.830+"	"9.8e+06"	D+	"14.371989"	"15.577088"	"2s2.2p4.(3P).3p"	"4P*"	"5/2"	"2s2.2p4.(3P).4s"	"4P"	"5/2"	6	6		
"1029.583"	"1029.584+"	"3.09e+06"	C+	"14.683178"	"15.887395"	"2s2.2p4.(3P).3p"	"4S*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"	4	6		
"1038.368"	"1038.370+"	"1.02e+07"	C+	"14.764264"	"15.958291"	"2s2.2p4.(3P).3p"	"2P*"	"1/2"	"2s2.2p4.(3P).3d"	"2P"	"3/2"	2	4		
"1042.915"	"1042.911+"	"5.65e+06"	C+	"14.746284"	"15.935112"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"4F"	"5/2"	4	6		
"1086.529"	"1086.522+"	"1.33e+07"	C	"14.746284"	"15.887395"	"2s2.2p4.(3P).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).3d"	"2D"	"5/2"	4	6		
"24743.84"	"24743.84"	"1.187e-03"	A+	"0.0000000"	"0.05010710"	"2s2.2p5"	"2P*"	"3/2"	"2s2.2p5"	"2P*"	"1/2"	4	2	M1	
