hostname,hd_name,hip_name,sy_pnum
"Kepler-730",,,2
"K2-295",,,1
"K2-292","HD 119130",,1
"Kepler-713",,,1
"Kepler-871",,,1
"Kepler-1295",,,1
"Kepler-798",,,1
"Kepler-861",,,1
"HD 98736","HD 98736","HIP 55486 A",1
"HD 218566","HD 218566","HIP 114322",1
"TOI-5882",,,1
"K2-383",,,1
"BD-17 63",,"HIP 2247",1
"TOI-2180",,,1
"Kepler-936",,,1
"TOI-1860",,,1
"KOI-2513",,,1
"Kepler-1758",,,1
"NGTS-35",,,1
"Kepler-996",,,1
"K2-37",,,3
"HATS-44",,,1
"K2-245",,,1
"XO-1",,,1
"Kepler-259",,,2
"Kepler-814",,,1
"HD 131496","HD 131496","HIP 72845",1
"K2-275",,,2
"K2-284",,,1
"Kepler-776",,,1
"Kepler-983",,,1
"K2-366",,,1
"2MASS J12514562-8806328",,,1
"TOI-1478",,,1
"OGLE-2023-BLG-0766L",,,1
"Kepler-1721",,,1
"mu Leo","HD 85503","HIP 48455",1
"Kepler-1666",,,2
"Kepler-1900",,,1
"TOI-1824",,,1
"LHS 3509","HD 190360 B",,3
"Kepler-1598",,,1
"Kepler-276",,,3
"TIC 172900988 Aa",,,1
"TOI-1601",,,1
"Kepler-617",,,1
"HD 44219","HD 44219","HIP 30114",1
"HD 23079","HD 23079","HIP 17096",2
"HD 153557","HD 153557","HIP 83020 A",3
"Kepler-589",,,2
"TOI-5005",,,1
"Kepler-576",,,1
"KOI-1257",,,1
"Kepler-1008",,,1
"K2-315",,,1
"Kepler-1525",,,1
"Ross 508",,,1
"K2-371",,,1
"TOI-707",,,1
"Kepler-901",,,1
"Kepler-1408",,,1
"HD 197037","HD 197037","HIP 101948",1
"Kepler-841",,,1
"Kepler-119",,,2
"Kepler-1679",,,1
"Kepler-618",,,1
"TOI-3523 B",,,1
"Kepler-1681",,,1
"EPIC 248847494",,,1
"Kepler-884",,,1
"K2-333",,,1
"HD 216770","HD 216770","HIP 113238",1
"XO-4",,,1
"Kepler-1544",,,1
"HD 56414","HD 56414",,1
"Kepler-1020",,,1
"Kepler-1040",,,1
"Kepler-1137",,,1
"Kepler-870",,,1
"HD 231701","HD 231701","HIP 96078",1
"K2-91",,,1
"HD 213885","HD 213885","HIP 111553",2
"TOI-5126",,,2
"Kepler-1113",,,1
"Kepler-1351",,,1
"K2-95",,,1
"NGTS-12",,,1
"BD+14 4559",,"HIP 104780",1
"WASP-13",,,1
"TOI-763",,,2
"Kepler-1739",,,1
"TOI-1408",,,2
"TOI-333",,,1
"HD 457","HD 457",,1
"TOI-5542",,,1
"Kepler-1776",,,1
"WASP-123",,,1
"Kepler-369",,,2
"2MASS J04414489+2301513",,,1
"HD 47186","HD 47186","HIP 31540",2
"K2-242",,,1
"Kepler-1732",,,1
"TOI-4638",,,1
"HD 73267","HD 73267","HIP 42202",2
"KOI-13 B",,,1
"Kepler-663",,,1
"Kepler-1704",,,1
"Kepler-1893",,,1
"WASP-58",,,1
"Kepler-1937",,,1
"HD 145377","HD 145377","HIP 79346",1
"HATS-58 B",,,1
"HD 207897","HD 207897","HIP 107038",1
"NGTS-30",,,1
"K2-83",,,2
"Kepler-1917",,,1
"Kepler-1882",,,1
"TOI-2497",,,1
"TOI-2373",,,1
"Kepler-912",,,1
"HAT-P-38",,,1
"Kepler-1007",,,1
"Kepler-808",,,1
"AB Pic","HD 44627","HIP 30034",1
"TOI-1750",,,1
"Kepler-1119",,,1
"Kepler-1350",,,2
"HD 47366","HD 47366","HIP 31674",2
"TOI-172",,,1
"Kepler-638",,,1
"TOI-1230",,,1
"Kepler-1423",,,1
"TOI-544","HD 290498",,2
"HD 55696","HD 55696","HIP 34801",1
"BD-13 2130",,,1
"WASP-185",,,1
"Kepler-1510",,,1
"K2-46",,,1
"GJ 2030",,,2
"HIP 65 A",,"HIP 65 A",1
"HAT-P-70","HD 287325",,1
"K2-191",,,1
"TOI-6383 A",,,1
"TOI-1453",,,2
"kap CrB","HD 142091","HIP 77655",1
"Kepler-869",,,1
"TOI-2274",,,1
"Kepler-1198",,,1
"Kepler-566",,,1
"TOI-2379",,,1
"TIC 445805957",,,1
"TOI-3331 A",,,1
"KIC 10001893",,,3
"POTS-1",,,1
"K2-417",,,1
"Kepler-514 B",,,1
"Oph 11",,,1
"WTS-2",,,1
"Kepler-582",,,1
"CoRoT-26",,,1
"TOI-2015",,,2
"K2-28",,,1
"Kepler-383",,,2
"Kepler-1813",,,1
"Kepler-717",,,1
"TOI-4201",,,1
"TOI-1937 B",,,1
"HD 204941 B","HD 204941 B",,1
"Kepler-1433",,,1
"Kepler-1221",,,1
"Kepler-476",,,1
"PH1 Ab",,,1
"2MASS J19144055-5934460",,,1
"GJ 367",,"HIP 47780",3
"Kepler-14 B",,,1
"Kepler-477 A",,,1
"KMT-2023-BLG-0119L",,,1
"TOI-6324",,,1
"TIC 290487717",,,1
"K2-192",,,1
"HD 7449 B","HD 7449 B",,1
"HAT-P-67",,,1
"TOI-7009",,,1
"GJ 411","HD 95735","HIP 54035",2
"NGTS-9",,,1
"HD 285507","HD 285507","HIP 19207",1
"Kepler-1575",,,1
"WTS-1",,,1
"WASP-94 A",,,2
"WASP-155",,,1
"TOI-1052","HD 212729",,2
"TOI-1806",,,1
"Kepler-1493",,,1
"HATS-76",,,1
"TOI-1298",,,1
"HD 207832 C","HD 207832 C",,2
"HD 189733 B","HD 189733 B",,1
"HIP 116454 B",,"HIP 116454 B",1
"Kepler-1652",,,1
"TOI-6255",,,1
"WDS J07542-2518 B",,,2
"K2-228",,,1
"HAT-P-7 B",,,1
"MOA-2007-BLG-192L",,,1
"MARVELS-7 c",,,1
"Wolf 503",,"HIP 67285",1
"K2-209",,,1
"Kepler-908 B",,,1
"HAT-P-62",,,1
"HAT-P-16 B",,,1
"Kepler-931",,,1
"Kepler-20 B",,,6
"TOI-3321",,,1
"HD 164509 B","HD 164509 B",,1
"TOI-2587 B",,,1
"Kepler-1207",,,1
"HATS-33",,,1
"HD 1397","HD 1397","HIP 1419",1
"TOI-2567",,,1
"K2-419 B",,,1
"HD 86081 B","HD 86081 B",,1
"HD 196050 Ba","HD 196050 Ba",,1
"TOI-5108",,"HIP 54186",1
"TOI-1278",,,1
"NN Ser Ab",,,2
"TOI-159 B",,,1
"TOI-4633 B",,,1
"GJ 229 Ba",,,2
"GJ 229 Bb",,,2
"2MASS J13013268+6337496 A",,,2
"HATS-37 B",,,1
"Kepler-38 Ab",,,1
"HD 14067","HD 14067","HIP 10657",1
"K2-380",,,1
"TOI-3984 B",,,1
"TOI-5082",,"HIP 34271",1
"TOI-163","HD 271181",,1
"TOI-4961",,,1
"TOI-3568",,,1
"HD 108341 B","HD 108341 B",,1
"Kepler-1708",,,1
"Kepler-78 B",,,1
"HD 81688","HD 81688","HIP 46471",1
"HD 18599","HD 18599","HIP 13754",1
"TOI-2084",,,1
"TOI-1452",,,1
"TOI-4734",,,1
"RR Cae",,,1
"HD 202673","HD 202673","HIP 105149",1
"NGTS-14 B",,,1
"HD 175607","HD 175607","HIP 93373",1
"TOI-532",,,1
"K2-288 A",,,1
"WISPIT 1",,,2
"TOI-892",,,1
"USco1556 A",,,1
"K2-397",,,1
"HIP 19976 C",,"HIP 19976 C",1
"HD 151450","HD 151450",,2
"MASCARA-4","HD 85628",,1
"TOI-2989",,,1
"TOI-5210",,,1
"TOI-5926",,,1
"WASP-123 B",,,1
"NGTS-25",,,1
"TOI-808",,,1
"TIC 139702105",,,1
"GJ 2126",,"HIP 83941",1
"Lupus-TR-3",,,1
"Kepler-1008 B",,,1
"HD 184010","HD 184010",,3
"K2-290 C",,,2
"HD 40979 B","HD 40979 B",,1
"TIC 86380416",,,1
"TOI-1410",,,2
"HAT-P-29 B",,,1
"TOI-5515",,,1
"HD 167768","HD 167768",,1
"HD 79181","HD 79181",,1
"TOI-2010",,,1
"K2-186",,,1
"WASP-160 A",,,1
"TOI-209",,,1
"DS Tuc B",,,1
"HD 79498 B","HD 79498 B",,1
"TIC 600433892",,,1
"Gl 725 B","HD 173740","HIP 91772",1
"Kepler-565",,,1
"2MASS J01033563-5515561 A",,,1
"WASP-14 B",,,1
"HD 207832 B","HD 207832 B",,2
"OGLE-2016-BLG-1195L",,,1
"MOA-2012-BLG-505L",,,1
"OGLE-2016-BLG-0613L AB",,,1
"UKIRT-2017-BLG-001L",,,1
"OGLE-2017-BLG-0373L",,,1
"OGLE-2017-BLG-0482L",,,1
"OGLE-2011-BLG-0173L",,,1
"KMT-2017-BLG-1038L",,,1
"KMT-2017-BLG-0165L",,,1
"OGLE-2005-BLG-071L",,,1
"MOA-2009-BLG-266L",,,1
"KMT-2017-BLG-2197L",,,1
"OGLE-2018-BLG-0677L",,,1
"KMT-2018-BLG-0748L",,,1
"KMT-2016-BLG-2364L",,,1
"OGLE-2017-BLG-0604L",,,1
"KMT-2023-BLG-0830L",,,1
"KMT-2024-BLG-2242L",,,1
"OGLE-2018-BLG-0962L",,,1
"KMT-2021-BLG-1372L",,,1
"KMT-2024-BLG-0176L",,,1
"KMT-2024-BLG-0349L",,,1
"KMT-2024-BLG-1870L",,,1
"KMT-2021-BLG-0748L",,,1
"KMT-2019-BLG-1042L",,,1
"KMT-2019-BLG-2974L",,,1
"KMT-2023-BLG-0466L",,,1
"KMT-2025-BLG-0121L",,,1
"KMT-2021-BLG-1898L",,,1
"KMT-2018-BLG-2602L",,,1
"KMT-2019-BLG-0298L",,,1
"KMT-2021-BLG-2010L",,,1
"KMT-2022-BLG-0371L",,,1
"KMT-2021-BLG-1150L",,,1
"OGLE-2023-BLG-0836L",,,1
"OGLE-2016-BLG-1598L",,,1
"OGLE-2016-BLG-1800L",,,1
"HD 284154 B","HD 284154 B",,4
"HD 216437","HD 216437","HIP 113137",1
"Kepler-167",,,4
"KELT-20","HD 185603","HIP 96618",1
"Kepler-256",,,4
"Kepler-304",,,4
"Kepler-33",,,5
"Kepler-1399",,,1
"Kepler-790",,,1
"Kepler-282",,,4
"Kepler-361",,,2
"Kepler-461",,,1
"Kepler-822",,,1
"Kepler-550",,,1
"HD 90156","HD 90156","HIP 50921",1
"Kepler-1561",,,1
"Kepler-235",,,4
"Kepler-750",,,2
"Kepler-351",,,3
"HAT-P-16 C",,,1
"Kepler-1511",,,1
"HD 240237","HD 240237","HIP 114840",1
"7 CMa","HD 47205","HIP 31592",2
"Kepler-1108",,,1
"Kepler-87",,,2
"TOI-1231",,,1
"HD 8574","HD 8574","HIP 6643",1
"Kepler-1461",,,1
"Kepler-1827",,,1
"Kepler-1460",,,1
"Kepler-763",,,3
"HD 233604","HD 233604",,1
"Kepler-1449",,,1
"Kepler-1889",,,1
"HD 74156","HD 74156","HIP 42723",2
"Kepler-249",,,3
"Kepler-682",,,1
"Kepler-1189",,,1
"BD-06 1339",,"HIP 27803",2
"WASP-41",,,2
"HD 104067","HD 104067","HIP 58451",2
"Kepler-1762",,,1
"Kepler-366",,,2
"TOI-1272",,,1
"Kepler-1398",,,2
"Kepler-880",,,2
"Kepler-411",,,4
"Kepler-1487",,,2
"Kepler-1722",,,1
"Kepler-1820",,,1
"CoRoT-13",,,1
"TOI-6695",,,2
"Kepler-1623",,,1
"Kepler-1355",,,1
"HD 238090","HD 238090","HIP 59514",1
"Kepler-752",,,1
"CoRoT-4",,,1
"KELT-12",,,1
"TOI-4137",,,1
"Kepler-955",,,1
"Kepler-620",,,1
"Kepler-626",,,1
"TOI-654",,,1
"Kepler-65",,,4
"Kepler-994",,,1
"Kepler-1002",,,1
"Kepler-748",,,1
"Kepler-1805",,,1
"Kepler-943",,,1
"Kepler-1430",,,1
"Kepler-169",,,5
"HIP 41378",,"HIP 41378",6
"WASP-108",,,1
"Kepler-93",,,2
"Kepler-177",,,2
"Kepler-401",,,3
"K2-130",,,1
"Kepler-92",,,3
"Kepler-281",,,3
"TOI-2145",,"HIP 86040",1
"Kepler-493",,,1
"Kepler-27",,,3
"K2-189",,,2
"TOI-2095",,,2
"Kepler-1106",,,1
"HD 143811 A","HD 143811 A","HIP 78663",1
"HD 139357","HD 139357","HIP 76311",1
"Kepler-846",,,1
"Kepler-403",,,3
"Kepler-1993",,,1
"Kepler-1852",,,1
"Kepler-434",,,1
"Kepler-775",,,1
"K2-368",,,3
"Kepler-44",,,1
"Kepler-1817",,,1
"Kepler-1132",,,1
"HIP 14810",,"HIP 14810",3
"HD 145934","HD 145934",,1
"HD 73526","HD 73526","HIP 42282",2
"Kepler-1366",,,1
"Kepler-1695",,,1
"Kepler-538",,,1
"Kepler-385",,,3
"Kepler-122",,,5
"Kepler-322",,,2
"Kepler-346",,,2
"K2-4",,,1
"Kepler-835",,,1
"HATS-36",,,1
"CoRoT-7",,,3
"HD 17674","HD 17674","HIP 13291",1
"Kepler-1014",,,1
"Kepler-1492",,,1
"Kepler-657",,,1
"Kepler-865",,,2
"Kepler-1574",,,1
"Kepler-1278",,,1
"HATS-60",,,1
"Kepler-179",,,2
"K2-97",,,1
"HR 858","HD 17926","HIP 13363",3
"Kepler-229",,,3
"Kepler-1190",,,1
"Kepler-1421",,,1
"Kepler-1255",,,1
"Kepler-768",,,1
"Kepler-726",,,1
"Kepler-1763",,,1
"Kepler-238",,,5
"GJ 2056",,"HIP 34785",1
"Kepler-1099",,,1
"Kepler-959",,,1
"Kepler-1938",,,1
"HD 100777","HD 100777","HIP 56572",1
"HD 103774","HD 103774","HIP 58263",1
"Kepler-1337",,,1
"Kepler-343",,,2
"HD 68402","HD 68402","HIP 39589",1
"HD 203387","HD 203387",,2
"HATS-13",,,1
"Kepler-804",,,2
"Kepler-502",,,1
"TOI-4405",,,1
"WASP-153",,,1
"Kepler-1120",,,1
"Kepler-704",,,1
"GJ 317",,,2
"Kepler-1117",,,1
"HD 45350","HD 45350","HIP 30860",1
"Kepler-1879",,,1
"Kepler-1240",,,1
"Kepler-1059",,,1
"Kepler-1372",,,1
"TOI-4153",,,1
"Kepler-1397",,,1
"HD 140901","HD 140901","HIP 77358",2
"HIP 56640","HD 100939","HIP 56640",1
"Kepler-532",,,1
"Kepler-196",,,3
"Kepler-1624",,,1
"Kepler-1383",,,1
"GJ 357",,"HIP 47103",3
"TOI-700",,,4
"HATS-72",,,1
"55 Cnc B",,,7
"TrES-4 B",,,1
"TOI-421",,,2
"Kepler-76",,,1
"Kepler-637",,,1
"TOI-1130",,,2
"TOI-4010",,,4
"Kepler-644",,,1
"HAT-P-11",,"HIP 97657",2
"TOI-199",,,2
"WASP-157",,,1
"Kepler-1402",,,1
"Kepler-313",,,2
"HAT-P-12",,,1
"Kepler-1496",,,1
"Kepler-242",,,2
"Kepler-1560",,,1
"K2-7",,,1
"Kepler-23",,,3
"HD 114386","HD 114386","HIP 64295",2
"HATS-50",,,1
"HD 86065","HD 86065",,1
"HD 134606","HD 134606","HIP 74653",5
"Kepler-1168",,,1
"Kepler-966",,,1
"WASP-20",,,1
"WASP-94 B",,,2
"11 Com","HD 107383","HIP 60202",1
"ups And B",,,3
"HD 20868","HD 20868","HIP 15578",1
"KELT-4 B",,,1
"HD 110106 B","HD 110106 B",,6
"K2-98",,,1
"TIC 56658273",,,1
"K2-22 B",,,1
"Kepler-1039",,,1
"Kepler-700",,,1
"Kepler-1100",,,1
"WASP-12 C",,,1
"Kepler-187",,,2
"HD 29399","HD 29399",,1
"K2-154",,,2
"Kepler-1589",,,1
"HD 112570","HD 112570","HIP 63211",1
"Kepler-1069",,,1
"Kepler-1636",,,1
"Kepler-432",,,2
"Kepler-903",,,2
"HD 28254","HD 28254","HIP 20606",1
"Kepler-533",,,1
"K2-268",,,5
"Kepler-69",,,2
"WASP-171",,,1
"K2-204",,,1
"BD-11 4672",,"HIP 90979",2
"Kepler-1150",,,1
"GJ 887","HD 217987","HIP 114046",4
"Kepler-126",,,3
"HD 175167","HD 175167","HIP 93281",1
"K2-84",,,2
"Kepler-1637",,,1
"Kepler-1798",,,1
"Kepler-603",,,3
"Kepler-1790",,,1
"ups And","HD 9826","HIP 7513",3
"K2-222",,,1
"Kepler-1563",,,1
"WASP-118",,,1
"HD 48948","HD 48948","HIP 32769",3
"Kepler-747",,,1
"Kepler-1328",,,1
"K2-345",,,1
"Kepler-649",,,1
"TOI-4507",,,1
"Kepler-723",,,1
"Kepler-1641",,,2
"Kepler-186",,,5
"HD 102329","HD 102329","HIP 57467",2
"Kepler-1997",,,1
"K2-19",,,3
"K2-111",,,2
"Kepler-1095",,,1
"HD 1461","HD 1461","HIP 1499",2
"HD 80653","HD 80653",,2
"Kepler-198",,,3
"Kepler-876",,,1
"Kepler-1330",,,1
"Kepler-1025",,,1
"Kepler-422",,,1
"HD 41004 B","HD 41004 B","HIP 28393 B",2
"Kepler-705",,,1
"ROXs 42 B",,,1
"Kepler-1600",,,2
"Kepler-157",,,3
"HD 130322","HD 130322","HIP 72339",1
"HD 173416","HD 173416","HIP 91852",1
"TOI-5799",,,2
"Kepler-375",,,2
"HD 110537","HD 110537","HIP 62039",1
"omi UMa","HD 71369","HIP 41704",1
"Kepler-16",,,1
"Kepler-1734",,,1
"Kepler-1579",,,1
"EPIC 201841433",,,1
"Kepler-1523",,,1
"TOI-799",,,1
"CoRoT-5",,,1
"Kepler-1582",,,1
"Kepler-1941",,,1
"WASP-3 B",,,1
"Kepler-416",,,3
"Kepler-1314",,,1
"TOI-1437",,,1
"Kepler-1353",,,1
"Kepler-1616",,,1
"Kepler-1148",,,1
"Kepler-658",,,1
"Kepler-505",,,1
"Kepler-251",,,4
"Kepler-1614",,,1
"Kepler-1374",,,1
"HD 127506","HD 127506","HIP 70950",1
"TOI-663",,,3
"HD 164509","HD 164509","HIP 88268",1
"Kepler-673",,,1
"Kepler-1690",,,1
"Kepler-1999",,,1
"Kepler-1286",,,1
"HD 121504","HD 121504","HIP 68162",1
"TOI-201","HD 39474","HIP 27515",3
"HD 99109","HD 99109","HIP 55664",1
"Kepler-255",,,3
"Kepler-1297",,,1
"Kepler-958",,,1
"HATS-9",,,1
"HD 35843","HD 35843","HIP 25359",2
"Kepler-1643",,,1
"Kepler-1759",,,1
"Kepler-1202",,,1
"Kepler-867",,,1
"HD 1690","HD 1690","HIP 1692",1
"Kepler-1954",,,1
"Kepler-1089",,,1
"HD 33283 B","HD 33283 B",,1
"Kepler-390",,,2
"HD 28678","HD 28678","HIP 21109",1
"HD 168746","HD 168746","HIP 90004",1
"TOI-6016",,,1
"TOI-2768",,,1
"TIC 257060897",,,1
"TOI-1789","HD 82139",,1
"Kepler-1684",,,1
"Kepler-1593",,,1
"HIP 54597",,"HIP 54597",1
"Kepler-1436",,,1
"TOI-5350",,,1
"Kepler-1443",,,1
"GJ 3988",,,1
"Kepler-1540",,,1
"TOI-3693",,,1
"TIC 38825265",,,1
"K2-16",,,3
"TOI-1751",,,1
"K2-319",,,1
"HD 189567","HD 189567","HIP 98959",2
"HD 190647","HD 190647","HIP 99115",1
"HD 95089","HD 95089","HIP 53666",2
"TOI-1450 A",,,2
"HD 96992","HD 96992","HIP 54595",1
"Kepler-414",,,2
"Kepler-228",,,3
"TOI-512",,,1
"WD 0806-661",,,1
"eps Eri","HD 22049","HIP 16537",1
"Kepler-220",,,4
"WASP-61",,,1
"WASP-190",,,1
"Kepler-1576",,,1
"HATS-32",,,1
"WASP-8",,,2
"TOI-6564",,,1
"Kepler-1784",,,1
"HAT-P-43",,,1
"Kepler-648",,,1
"TOI-2322",,,2
"TOI-2338",,,1
"TOI-2524",,,1
"TOI-5386 A",,,1
"WASP-174",,,1
"Kepler-976",,,1
"AF Lep","HD 35850","HIP 25486",1
"ROXs 12",,,1
"Kepler-67",,,1
"Kepler-1395",,,1
"TIC 161045582",,,1
"K2-80",,,3
"Kepler-1379",,,1
"Kepler-135",,,2
"Kepler-1744",,,1
"CoRoT-3",,,1
"Kepler-1342",,,1
"Kepler-1275",,,1
"TIC 62895484",,,1
"Kepler-1586",,,1
"Kepler-1220",,,1
"Kepler-442",,,1
"Kepler-1578",,,1
"HAT-P-4",,,1
"Kepler-741",,,1
"Kepler-735",,,1
"K2-408",,,1
"K2-352",,,3
"Kepler-1393",,,1
"TOI-277",,,1
"CoRoT-28",,,1
"ZTF J1230-2655",,,1
"TOI-4214",,,1
"Kepler-1603",,,1
"HIP 5158",,"HIP 5158",2
"WASP-43",,,1
"K2-396",,,2
"Kepler-1547",,,1
"K2-225",,,1
"K2-285",,,4
"HD 330075","HD 330075","HIP 77517",1
"Kepler-1169",,,1
"HAT-P-42",,,1
"Kepler-851",,,1
"2MASS J21252752-8138278",,,1
"Kepler-116",,,2
"Kepler-1554",,,1
"TOI-1243",,,1
"Kepler-1060",,,1
"Kepler-425",,,1
"Kepler-1543",,,1
"HIP 109600 B",,"HIP 109600 B",1
"TOI-1859",,,1
"HIP 38594",,"HIP 38594",2
"TOI-2227",,,1
"HIP 91258",,"HIP 91258",1
"Kepler-1415",,,1
"Kepler-1538",,,1
"TOI-4087",,,1
"OGLE-TR-211",,,1
"HATS-23",,,1
"Kepler-484",,,1
"TOI-674",,,1
"K2-149",,,1
"K2-321",,,1
"WASP-105",,,1
"TOI-5786",,,1
"CoRoT-17",,,1
"HD 200964","HD 200964","HIP 104202",2
"Kepler-1377",,,1
"Kepler-392",,,2
"HD 110082","HD 110082","HIP 62662",1
"HAT-P-41",,,1
"GJ 27.1",,"HIP 3143",1
"HD 73534","HD 73534","HIP 42446",1
"KELT-6",,,2
"Kepler-1812",,,1
"Kepler-1957",,,1
"TOI-5261",,,1
"NGTS-5",,,1
"Kepler-1318",,,1
"WDS J16102-8414 B","HD 142022 B",,1
"Kepler-1376",,,1
"K2-55",,,1
"WASP-56 B",,,1
"Kepler-1968",,,1
"K2-382",,,1
"Kepler-909",,,1
"Kepler-136 B",,,2
"TOI-530",,,1
"Kepler-330",,,2
"HAT-P-46",,,1
"K2-246",,,1
"K2-50",,,2
"TIC 279401253",,,2
"TOI-3261",,,1
"TOI-2093",,,2
"HD 168009","HD 168009","HIP 89474",1
"GJ 682",,"HIP 86214",2
"K2-162",,,1
"TOI-6054",,"HIP 17540",2
"K2-86",,,1
"TYC 0434-04538-1",,,1
"HATS-52",,,1
"Kepler-1609",,,1
"WASP-167",,,1
"HD 16175","HD 16175","HIP 12191",1
"TOI-6281",,,1
"TOI-5788",,,2
"Kepler-1580",,,1
"WASP-150",,,1
"GJ 1002",,,2
"HIP 98599",,"HIP 98599",1
"GJ 422","HD 304043","HIP 55042",1
"TOI-2420",,,1
"TOI-2458","HD 34562",,2
"TIC 24750448",,,2
"WASP-75 B",,,1
"Kepler-1883",,,1
"HIP 39330",,"HIP 39330",1
"TYC 1422-614-1",,,2
"HD 152843","HD 152843",,2
"TOI-1749",,,3
"Kepler-613",,,1
"TOI-5300",,,1
"HD 56957","HD 56957",,1
"HATS-68",,,1
"Kepler-577",,,1
"K2-317",,,1
"Kepler-1588",,,1
"WASP-70 B",,,1
"Kepler-910",,,1
"TIC 231949697",,,1
"NGTS-27",,,1
"USco1621 A",,,1
"EPIC 246851721",,,1
"HD 202772 A","HD 202772 A",,1
"GJ 3942",,"HIP 79126",1
"HD 102888","HD 102888","HIP 57749",1
"Kepler-296 B",,,5
"ROXs 42 B B",,,1
"Kepler-444 C",,,5
"Kepler-1031",,,1
"Kepler-397",,,2
"TOI-1743",,,1
"HD 219449 C","HD 219449 C",,1
"HD 4113 B","HD 4113 B",,1
"GJ 3378",,,1
"K2-70",,,1
"GJ 273",,"HIP 36208",2
"Kepler-108",,,2
"TOI-4511",,,1
"LHS 1478",,,1
"HATS-58 A",,,1
"NGTS-34",,,1
"HD 116029 B","HD 116029 B",,2
"16 Cyg C",,,1
"2MASS J13013268+6337496 B",,,2
"HD 5891","HD 5891","HIP 4715",1
"Kepler-1761",,,1
"K2-413",,,2
"TOI-4561",,,1
"TOI-1823",,,1
"ISO-Oph 96",,,1
"K2-349",,,1
"TOI-1855",,,1
"Kepler-1010",,,1
"TIC 166184426",,,2
"2MASS J16262785-2625152",,,1
"Kepler-1715",,,1
"WASP-178","HD 134004",,1
"HD 22946","HD 22946","HIP 17047",3
"HD 132563 Ab","HD 132563 Ab",,1
"Kepler-1711",,,1
"HD 4732","HD 4732","HIP 3834",2
"TIC 662037581",,,1
"HD 105779","HD 105779",,1
"Gl 410","HD 95650","HIP 53985",1
"TOI-2580",,,1
"HD 110106","HD 110106",,6
"OGLE-2015-BLG-0051L",,,1
"WASP-182",,,1
"Kepler-1597",,,1
"LHS 1678 B",,,3
"HD 27442 B","HD 27442 B",,1
"Kepler-1945",,,1
"Kepler-14",,,1
"Kepler-1364",,,1
"HD 21520","HD 21520","HIP 16038",1
"WASP-45 B",,,1
"HIP 34222",,"HIP 34222",1
"K2-2016-BLG-0005L",,,1
"KMT-2019-BLG-0371L",,,1
"K2-139",,,1
"KMT-2018-BLG-1292L",,,1
"TOI-1722",,,1
"NGTS-10",,,1
"TOI-815",,,2
"Kepler-47",,,3
"K2-31 B",,,1
"EPIC 249893012",,,3
"KMT-2019-BLG-1216L",,,1
"WASP-169",,,1
"HD 93963 B","HD 93963 B",,2
"HD 110067","HD 110067",,6
"GJ 86 B",,,1
"TOI-2803 B",,,1
"TIC 32032563",,,1
"HD 10442","HD 10442",,1
"OGLE-2015-BLG-1649L",,,1
"KOI-13 C",,,1
"PSR J2322-2650",,,1
"MXB 1658-298 Ab",,,1
"HD 25171 B","HD 25171 B",,1
"KMT-2016-BLG-1105L",,,1
"BEBOP-4 B",,,1
"Kepler-413 Ab",,,1
"HD 217786 B","HD 217786 B",,2
"HD 126614 B","HD 126614 B",,1
"Kepler-1661 Ab",,,1
"TOI-2583 B",,,1
"TOI-3976 B",,,1
"TOI-3474",,,1
"WASP-78",,,1
"TOI-6038 A",,,1
"EPIC 228836835",,,1
"Kepler-454 B",,,3
"TOI-4308",,,1
"CHXR 73",,,1
"HD 177830 B","HD 177830 B",,2
"KOI-1257 B",,,1
"KIC 3526061",,,1
"HD 69123","HD 69123","HIP 40344",1
"HIP 97166",,"HIP 97166",2
"TOI-1768",,,1
"Kepler-1936",,,1
"TOI-6034",,,1
"K2-61",,,1
"TIC 390586021",,,1
"TOI-5181 A",,,1
"HIP 67291",,"HIP 67291",1
"HIP 66074",,"HIP 66074",1
"TOI-5599",,,1
"HAT-P-3 B",,,1
"HD 154672","HD 154672","HIP 83983",1
"TOI-5174",,,1
"BD+42 2315",,,1
"Pr0211",,,2
"BD+03 2562",,,1
"TOI-1453 B",,,2
"XEST 17-036",,,1
"EPIC 201427007",,,1
"TOI-6038 B",,,1
"HD 142 B","HD 142 B",,3
"TOI-5595",,,1
"K2-258",,,1
"K2-129",,,1
"TOI-7155",,,1
"TOI-3486",,,1
"HIP 65 B",,"HIP 65 B",1
"HIP 77900",,"HIP 77900",1
"TIC 445839811",,,1
"WASP-36 B",,,1
"HD 35759","HD 35759","HIP 25883",1
"KMT-2023-BLG-1592L",,,1
"HATS-30 B",,,1
"CoRoT-35",,,1
"Kepler-1027 B",,,1
"HIP 86221",,"HIP 86221",1
"HIP 84709","HD 156384","HIP 84709",5
"HIP 50583 B","HD 89485","HIP 50583 B",1
"WDS J17190-3459 B",,,5
"Kepler-636 B",,,1
"75 Cet B",,,2
"HD 219449 B","HD 219449 B",,1
"OGLE-2012-BLG-0724L",,,1
"MOA-2008-BLG-310L",,,1
"MOA-2016-BLG-319L",,,1
"PSR B1257+12",,,3
"MOA-2009-BLG-387L",,,1
"OGLE-2014-BLG-0124L",,,1
"OGLE-2017-BLG-1806L",,,1
"KMT-2023-BLG-1896L",,,1
"OGLE-2016-BLG-1266L",,,1
"KMT-2019-BLG-0842L",,,1
"MOA-2013-BLG-220L",,,1
"OGLE-2018-BLG-1428L",,,1
"OGLE-2018-BLG-0977L",,,1
